time_s,time_h,variable,r=0cm,r=0.5cm,r=1cm,r=1.5cm,r=2cm,药材表面
21600.0,6.0,C_kg_kg,1.7196254936854602,1.537749379253483,1.0226071993770902,,,0.4206896722511908
43200.0,12.0,C_kg_kg,0.7376967250194206,0.6546390058622295,0.40831245426316265,,,0.16695201529628248
64800.0,18.0,C_kg_kg,0.40876006223749384,0.36865666206366643,0.23974257465914944,,,0.08917262330322843
86400.0,24.0,C_kg_kg,0.28512837593929213,0.26106934826753436,0.17901442944431487,,,0.06731932722686612
108000.0,30.0,C_kg_kg,0.2263398322805939,0.20940115931209075,0.14929757979286176,,,0.05947697048627931
129600.0,36.0,C_kg_kg,0.19283573007419802,0.17967580433833738,0.13169322060049274,,,0.05595238650349012
151200.0,42.0,C_kg_kg,0.17125675043008662,0.16039391994632776,0.12000855753921205,,,0.05409484706704368
172800.0,48.0,C_kg_kg,0.1561674782282268,0.14682867995956506,0.111590615922273,,,0.053002881513569786
183966.12,51.1017,C_kg_kg,0.14999991588634534,0.1412629826095776,0.10808554690730895,,,0.05260704702936083
