time_s,R_m,T_K_max_abs,T_K_r_m,T_K_z_m,T_K_volume_RMSE,T_K_midplane_max_abs,T_K_endface_max_abs,T_K_middle_zone_max_abs,T_K_end_zone_max_abs,C_kg_kg_max_abs,C_kg_kg_r_m,C_kg_kg_z_m,C_kg_kg_volume_RMSE,C_kg_kg_midplane_max_abs,C_kg_kg_endface_max_abs,C_kg_kg_middle_zone_max_abs,C_kg_kg_end_zone_max_abs
0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60.0,0.01995766666666667,0.0743959725260197,0.0,0.125,0.00536315565229029,5.684341886080802e-14,0.0743959725260197,5.684341886080802e-14,0.0743959725260197,0.7607819499011996,0.0,0.125,0.0074662815094372285,4.440892098500626e-16,0.7607819499011996,4.440892098500626e-16,0.7607819499011996
120.0,0.019915333333333333,0.21660864142171476,0.0,0.125,0.018497997237674865,5.684341886080802e-14,0.21660864142171476,5.684341886080802e-14,0.21660864142171476,0.8152636284555461,0.0,0.125,0.014232872907520249,4.440892098500626e-16,0.8152636284555461,4.440892098500626e-16,0.8152636284555461
180.0,0.019873000000000002,0.37468089974987606,0.0,0.125,0.03586162730903774,5.684341886080802e-14,0.37468089974987606,5.684341886080802e-14,0.37468089974987606,0.8645086412996013,0.0,0.125,0.020408756970921305,4.440892098500626e-16,0.8645086412996013,4.440892098500626e-16,0.8645086412996013
240.0,0.019830666666666667,0.5245443062811432,0.0,0.125,0.054109540261856486,5.684341886080802e-14,0.5245443062811432,5.684341886080802e-14,0.5245443062811432,0.9096023345426201,0.0,0.125,0.026078379477264636,4.440892098500626e-16,0.9096023345426201,4.440892098500626e-16,0.9096023345426201
300.0,0.019788333333333335,0.7374353994311491,0.0,0.125,0.07690473687489759,5.684341886080802e-14,0.7374353994311491,5.684341886080802e-14,0.7374353994311491,0.9501975278074326,0.0,0.125,0.03131103564353939,4.440892098500626e-16,0.9501975278074326,4.440892098500626e-16,0.9501975278074326
360.0,0.019746,0.9452262057344569,0.0,0.125,0.10265195652420159,5.684341886080802e-14,0.9452262057344569,5.684341886080802e-14,0.9452262057344569,0.987316026422884,0.0,0.125,0.036164481781658195,4.440892098500626e-16,0.987316026422884,4.440892098500626e-16,0.987316026422884
420.0,0.019703666666666668,1.1576089886771115,0.0,0.125,0.12906227783269372,5.684341886080802e-14,1.1576089886771115,5.684341886080802e-14,1.1576089886771115,1.0214529081022166,0.0,0.125,0.040684920742064125,4.440892098500626e-16,1.0214529081022166,4.440892098500626e-16,1.0214529081022166
480.0,0.019661333333333333,1.3445587562855508,0.0,0.125,0.1547085173701542,5.684341886080802e-14,1.3445587562855508,1.1368683772161603e-13,1.3445587562855508,1.0531774742045044,0.0,0.125,0.04491139344943516,4.440892098500626e-16,1.0531774742045044,4.440892098500626e-16,1.0531774742045044
540.0,0.019619,1.5605236072046296,0.0,0.125,0.18140295091478556,5.684341886080802e-14,1.5605236072046296,7.389644451905042e-13,1.5605236072046296,1.0821959203039166,0.0,0.125,0.04887696541060953,4.440892098500626e-16,1.0821959203039166,3.3306690738754696e-15,1.0821959203039166
600.0,0.019576666666666666,1.7763337216334776,0.0,0.125,0.2096721997795286,5.684341886080802e-14,1.7763337216334776,6.991740519879386e-12,1.7763337216334776,1.1088964937576513,0.0,0.125,0.05260992753556917,4.440892098500626e-16,1.1088964937576513,4.241051954068098e-14,1.1088964937576513
660.0,0.019534333333333334,2.0189815186711826,0.0,0.125,0.23995398423599046,5.684341886080802e-14,2.0189815186711826,5.132960723130964e-11,2.0189815186711826,1.1333362703033154,0.0,0.125,0.056134425500772425,4.440892098500626e-16,1.1333362703033154,3.077538224260934e-13,1.1333362703033154
720.0,0.019492,2.236714913048445,0.0,0.125,0.2704593024788912,5.684341886080802e-14,2.236714913048445,2.8137492336099967e-10,2.236714913048445,1.1561127877617778,0.0,0.125,0.05947098303698231,4.440892098500626e-16,1.1561127877617778,1.6504575484077577e-12,1.1561127877617778
780.0,0.019449666666666667,2.4589001633765974,0.0,0.125,0.3006449559890187,5.684341886080802e-14,2.4589001633765974,1.2251462067069951e-09,2.4589001633765974,1.1772304860572256,0.0,0.125,0.06263724537475089,4.440892098500626e-16,1.1772304860572256,7.019496095495015e-12,1.1772304860572256
840.0,0.019407333333333332,2.6556234420060036,0.0,0.125,0.32988780127908257,5.684341886080802e-14,2.6556234420060036,4.412413545651361e-09,2.6556234420060036,1.1969993757555506,0.0,0.125,0.06564843652837263,4.440892098500626e-16,1.1969993757555506,2.482858363350715e-11,1.1969993757555506
900.0,0.019365,2.8408651670220024,0.0,0.125,0.35755020914525376,5.684341886080802e-14,2.8408651670220024,1.3606666016130475e-08,2.8408651670220024,1.2155668357160558,0.0,0.125,0.068518283465673,4.440892098500626e-16,1.2155668357160558,7.548250913202992e-11,1.2155668357160558
960.0,0.01932266666666667,3.0465185574605584,0.0,0.125,0.3859705966514067,5.684341886080802e-14,3.0465185574605584,3.690178118631593e-08,3.0465185574605584,1.2326920875205007,0.0,0.125,0.07125930229564136,4.440892098500626e-16,1.2326920875205007,2.0229529162918425e-10,1.2326920875205007
1020.0,0.019280333333333333,3.216812260539484,0.0,0.125,0.41332197590592473,5.684341886080802e-14,3.216812260539484,8.987763067125343e-08,3.216812260539484,1.2488457660123635,0.0,0.125,0.07388166855169473,4.440892098500626e-16,1.2488457660123635,4.883773385699897e-10,1.2488457660123635
