time_s,C_r0.0_cm_kg_kg,C_r0.1_cm_kg_kg,C_r0.2_cm_kg_kg,C_r0.3_cm_kg_kg,C_r0.4_cm_kg_kg,C_r0.5_cm_kg_kg,C_r0.6_cm_kg_kg,C_r0.7_cm_kg_kg,C_r0.8_cm_kg_kg,C_r0.9_cm_kg_kg,C_r1.0_cm_kg_kg,C_r1.1_cm_kg_kg,C_r1.2_cm_kg_kg,C_r1.3_cm_kg_kg,C_r1.4_cm_kg_kg,C_r1.5_cm_kg_kg,C_r1.6_cm_kg_kg,C_r1.7_cm_kg_kg,C_r1.8_cm_kg_kg,C_r1.9_cm_kg_kg,C_r2.0_cm_kg_kg
40.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999368,2.549999999985504,2.549999997592808,2.549999719991239,2.5499787754124172,2.549055077181463,2.528801368476356,2.3550563521203376
41.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999137,2.5499999999811807,2.5499999970204446,2.5499996693314575,2.549976058895726,2.548979669422399,2.527982824184373,2.353064407030297
42.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999998826,2.5499999999757397,2.5499999963335713,2.5499996113245205,2.549973088085551,2.5489007377770947,2.527158059577465,2.351093905836098
43.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999998426,2.5499999999689362,2.549999995513501,2.5499995451674025,2.5499698481980246,2.5488182493861866,2.526327401113502,2.349144286291248
44.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.54999999999979,2.5499999999604794,2.549999994539183,2.549999469999027,2.549966324198091,2.5487321746161293,2.525491161407932,2.3472150079606338
45.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999722,2.5499999999500274,2.549999993386993,2.5499993848985483,2.5499625008204134,2.548642486958634,2.5246496398436244,2.3453055511714314
46.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999994,2.549999999999635,2.5499999999371794,2.549999992030515,2.5499992888837184,2.5499583625902336,2.5485491629290107,2.523803123152665,2.3434154160217124
47.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999985,2.5499999999995238,2.54999999992147,2.549999990440317,2.549999180909346,2.5499538938441217,2.5484521819639085,2.5229518859714126,2.341544121443268
48.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999976,2.549999999999383,2.549999999902357,2.5499999885837057,2.549999059865854,2.5499490787505525,2.5483515263188985,2.52209619137009,2.3396912043154083
49.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999967,2.549999999999205,2.5499999998792147,2.549999986424487,2.5499989245779418,2.5499439013302547,2.5482471809662766,2.521236291358098,2.3378562186266905
50.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999954,2.549999999998982,2.5499999998513223,2.549999983922709,2.5499987738033427,2.549938345476275,2.5481391334934447,2.5203724273662025,2.3360387346817295
51.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999936,2.549999999998704,2.5499999998178517,2.5499999810344,2.5499986062316875,2.549932394973715,2.548027374002158,2.5195048307066794,2.3342383383504286
52.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999992,2.5499999999983585,2.5499999997778584,2.5499999777112965,2.549998420483483,2.5499260335190987,2.54791189500891,2.5186337230124614,2.3324546303571294
53.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999989,2.5499999999979313,2.549999999730265,2.549999973900567,2.5499982151091913,2.5499192447393346,2.5477926913466784,2.51775931665627,2.330687225607336
54.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999856,2.5499999999974063,2.5499999996738483,2.549999969544526,2.5499979885884168,2.5499120122102346,2.5476697600682323,2.51688181515068,2.328935752549834
55.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999816,2.549999999996764,2.549999999607224,2.549999964580345,2.5499977393292133,2.549904319474568,2.5475431003511675,2.5160014135300024,2.32719985257213
56.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999754,2.5499999999959813,2.5499999995288296,2.5499999589397504,2.549997465667486,2.549896150059621,2.5474127134048143,2.5151182987148606,2.3254791794273055
57.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999968,2.549999999995031,2.549999999436909,2.5499999525487262,2.54999716586652,2.5498874874942423,2.547278602379138,2.5142326498602507,2.323773398690455
58.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999585,2.549999999993882,2.549999999329489,2.549999945327203,2.5499968381166016,2.5498783153253513,2.54714077227573,2.5133446386878813,2.3220821872430317
59.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999947,2.5499999999924983,2.549999999204365,2.5499999371887454,2.549996480534759,2.5498686171339076,2.546999229860973,2.5124544298035123,2.320405232783491
60.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999933,2.5499999999908374,2.5499999990590765,2.5499999280402386,2.5499960911646067,2.5498583765503153,2.546853983581438,2.5115621810000155,2.318742233362764
61.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999915,2.549999999988852,2.5499999988908835,2.5499999177815664,2.549995667976293,2.5498475772692606,2.5467050434812997,2.51066804342707,2.317093017506282
62.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999998932,2.549999999986486,2.549999998696745,2.549999906305289,2.5499952088665534,2.549836203063963,2.546552421117157,2.5097721615432906,2.3154572625872873
63.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999998666,2.5499999999836778,2.5499999984732935,2.5499998934963206,2.5499947116588646,2.5498242377997826,2.5463961294715856,2.5088746738098315,2.3138346767833955
64.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999998337,2.5499999999803533,2.549999998216807,2.5499998792315988,2.5499941741037007,2.549811665447171,2.546236182877736,2.5079757130617315,2.312224986130991
65.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999794,2.5499999999764316,2.5499999979231815,2.549999863379762,2.5499935938788783,2.5497984700940446,2.546072596949633,2.5070754067258374,2.3106279287001192
66.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999997467,2.549999999971819,2.549999997587902,2.54999984580082,2.549992968590004,2.5497846359576215,2.5459053885142557,2.506173877032503,2.309043252388266
67.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999999,2.5499999999996885,2.5499999999664094,2.549999997206012,2.5499998263458226,2.5499922957710046,2.5497701473957184,2.545734575545114,2.5052712412225695,2.3074707138114965
68.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999998,2.549999999999619,2.549999999960084,2.5499999967720806,2.5499998048565384,2.549991572884754,2.549754988917493,2.5455601770975504,2.504367611748424,2.305910077609027
69.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999997,2.5499999999995353,2.549999999952708,2.5499999962801683,2.549999781165123,2.5499907973237783,2.5497391451936373,2.5453822132459742,2.5034630964682822,2.304361115935403
70.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999963,2.549999999999435,2.5499999999441294,2.549999995723793,2.5499997550937983,2.5499899664110477,2.5497226010660157,2.5452007050231336,2.5025577988332737,2.3028236080518516
71.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999954,2.549999999999316,2.5499999999341796,2.549999995095892,2.549999726454528,2.5499890774008476,2.549705341556759,2.545015674361473,2.50165181806722,2.3012973399770478
72.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999945,2.5499999999991743,2.549999999922668,2.5499999943887866,2.5499996950487,2.5499881274797227,2.5496873518768197,2.544827144036588,2.500745249339152,2.299782104177341
73.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999927,2.5499999999990064,2.5499999999093825,2.5499999935941386,2.549999660666807,2.5499871137675,2.5496686174339986,2.544635137612763,2.4998381839287314,2.2982776992854577
74.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999991,2.549999999998808,2.549999999894087,2.5499999927029124,2.54999962308814,2.5499860333183744,2.5496491238404544,2.544439679390569,2.4989307093847692,2.2967839298411943
75.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999883,2.5499999999985734,2.549999999876519,2.549999991705331,2.5499995820804724,2.5499848831220637,2.549628856919706,2.544240794356487,2.498022909677087,2.2953006060499663
76.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999856,2.549999999998298,2.549999999856386,2.549999990590832,2.549999537399764,2.5499836601050276,2.5496078027131435,2.544038508134514,2.497114865341963,2.2938275435564486
77.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999825,2.5499999999979757,2.5499999998333642,2.5499999893480245,2.5499994887898576,2.5499823611317414,2.549585947486053,2.5438328469397073,2.496206653621411,2.2923645632313416
78.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999785,2.549999999997598,2.5499999998070964,2.549999987964639,2.5499994359821905,2.54998098300603,2.549563277733177,2.5436238375336213,2.495298348596557,2.290911490969805
79.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999727,2.5499999999971568,2.5499999997771887,2.549999986427481,2.549999378695504,2.5499795224724524,2.54953978018382,2.54341150718159,2.4943900213153447,2.2894681575004245
80.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999966,2.5499999999966434,2.5499999997432043,2.549999984722383,2.54999931663557,2.5499779762177335,2.5495154418065074,2.543195883611799,2.493481739914824,2.2880343982038016
81.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999959,2.5499999999960474,2.549999999704666,2.549999982834149,2.5499992494949115,2.5499763408722425,2.5494902498132257,2.542976994976105,2.492573569738246,2.286610052940023
82.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.54999999999995,2.5499999999953564,2.549999999661048,2.5499999807465072,2.5499991769525416,2.549974613011516,2.5494641916632386,2.542754869812541,2.4916655734471984,2.285194965884359
83.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.54999999999994,2.549999999994557,2.5499999996117735,2.549999978442054,2.5499990986737036,2.5499727891578146,2.549437255066511,2.5425295370094667,2.4907578111289896,2.28378898537064
84.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999283,2.549999999993635,2.5499999995562117,2.5499999759022,2.5499990143096234,2.549970865781721,2.5494094279867436,2.542301025771306,2.489850340399496,2.282391963741833
85.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999137,2.5499999999925738,2.549999999493674,2.549999973107113,2.5499989234972653,2.5499688393037667,2.5493806986440344,2.5420693655858235,2.4889432165016725,2.2810037572073605
86.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999897,2.5499999999913534,2.5499999994234064,2.5499999700356613,2.549998825859101,2.549966706096087,2.5493510555171874,2.5418345861928864,2.4880364923999103,2.279624225706791
87.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999998777,2.549999999989954,2.549999999344591,2.5499999666653568,2.5499987210028867,2.549964462484107,2.5493204873456694,2.541596717554671,2.4871302188704334,2.278253232779522
88.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999855,2.5499999999883523,2.5499999992563347,2.5499999629722923,2.549998608521446,2.549962104748248,2.5492889831312433,2.541355789827252,2.4862244445878985,2.2768906454401354
89.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999998284,2.5499999999865217,2.5499999991576674,2.5499999589310836,2.5499984879924664,2.5499596291256506,2.5492565321392777,2.5411118333335363,2.4853192162083837,2.2755363340591184
90.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999997973,2.5499999999844354,2.5499999990475386,2.5499999545148073,2.5499983589783044,2.549957031811924,2.5492231238997585,2.5408648785374908,2.4844145784489022,2.2741901722486677
91.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999999,2.549999999999761,2.54999999998206,2.549999998924807,2.549999949694938,2.5499982210257968,2.549954308962902,2.5491887482080067,2.540614956019617,2.48351057416361,2.2728520367533145
92.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999998,2.549999999999719,2.5499999999793608,2.5499999987882394,2.5499999444412835,2.5499980736660888,2.549951456696414,2.549153395125117,2.540362096453627,2.4826072444168474,2.2715218073451195
93.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999997,2.5499999999996703,2.5499999999762992,2.549999998636502,2.5499999387219225,2.5499979164144655,2.549948471094068,2.5491170549781366,2.5401063305842793,2.481704628553158,2.270199366723218
94.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999963,2.5499999999996144,2.549999999972832,2.549999998468156,2.5499999325031397,2.549997748770198,2.5499453482030336,2.5490797183599843,2.5398476892063258,2.4808027642644093,2.2688846004174916
95.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999954,2.5499999999995495,2.5499999999689127,2.5499999982816486,2.549999925749357,2.5499975702163997,2.5499420840378413,2.5490413761291344,2.539586203144533,2.4799016876541486,2.2675773966961703
96.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999945,2.5499999999994745,2.5499999999644896,2.549999998075308,2.5499999184230675,2.5499973802198896,2.549938674582169,2.5490020194090697,2.5393219032347365,2.4790014332993167,2.2662776464771675
97.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999936,2.5499999999993888,2.5499999999595047,2.5499999978473364,2.5499999104847704,2.5499971782310715,2.54993511579064,2.5489616395875183,2.5390548203058794,2.4781020343094253,2.264985243242974
98.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999927,2.54999999999929,2.549999999953896,2.5499999975958016,2.549999901892901,2.549996963683819,2.549931403590617,2.548920228315483,2.5387849851630118,2.47720352238332,2.2637000829589407
99.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999991,2.5499999999991774,2.5499999999475946,2.549999997318631,2.5499998926037613,2.549996735995374,2.549927533883986,2.5488777775060765,2.538512428571195,2.476305927863627,2.2624220639947916
100.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999989,2.5499999999990486,2.5499999999405265,2.5499999970136003,2.549999882571454,2.5499964945662583,2.5499235025489417,2.5488342793331746,2.538237181240292,2.475409279788982,2.261151087049212
101.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999874,2.549999999998901,2.54999999993261,2.5499999966783307,2.549999871747809,2.5499962387801878,2.5499193054417577,2.5487897262298946,2.537959273810595,2.47451360594415,2.259887055077373
102.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999847,2.5499999999987333,2.549999999923755,2.549999996310274,2.549999860082317,2.549995968004007,2.549914938398552,2.548744110886906,2.53767873683926,2.4736189329081046,2.2586298732212606
103.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999982,2.5499999999985428,2.5499999999138643,2.5499999959067097,2.5499998475220558,2.54999568158763,2.5499103972370394,2.548697426250593,2.5373956007875185,2.472725286100181,2.2573794487426677
104.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999785,2.5499999999983256,2.5499999999028313,2.549999995464731,2.5499998340116234,2.54999537886399,2.5499056777582703,2.5486496655210713,2.537109896008631,2.471832689824364,2.2561356909587493
