time_s,C_r0.0_cm_kg_kg,C_r0.1_cm_kg_kg,C_r0.2_cm_kg_kg,C_r0.3_cm_kg_kg,C_r0.4_cm_kg_kg,C_r0.5_cm_kg_kg,C_r0.6_cm_kg_kg,C_r0.7_cm_kg_kg,C_r0.8_cm_kg_kg,C_r0.9_cm_kg_kg,C_r1.0_cm_kg_kg,C_r1.1_cm_kg_kg,C_r1.2_cm_kg_kg,C_r1.3_cm_kg_kg,C_r1.4_cm_kg_kg,C_r1.5_cm_kg_kg,C_r1.6_cm_kg_kg,C_r1.7_cm_kg_kg,C_r1.8_cm_kg_kg,C_r1.9_cm_kg_kg,C_r2.0_cm_kg_kg
2895.0,2.5442503661491465,2.543745320188712,2.5423292357896914,2.5397391593359915,2.535618311112623,2.529446453725345,2.520526032832992,2.5079737614979862,2.490723703172833,2.467547804716565,2.437098628656128,2.3979766314680098,2.3488208794370022,2.2884180129460283,2.215820218173588,2.1304596768014608,2.0322449775697793,1.9216243066704224,1.799601199746847,1.6676971514553682,1.5280215721815276
2896.0,2.5442357002233047,2.5437298041526066,2.542311411599587,2.539717361623042,2.535590712067014,2.5294110527372458,2.5204806989532775,2.507916338832616,2.490652182433491,2.467460554066571,2.436994664715085,2.3978558989627685,2.3486844983114232,2.2882684475832464,2.2156613266546823,2.1302966084299255,2.032083900310858,1.9214719633977813,1.7994643589690482,1.6675822199362254,1.5279338948515404
2897.0,2.5442210066858935,2.543714259828292,2.5422935573889367,2.539695531240693,2.5355630771517683,2.529375612643198,2.5204353233421086,2.5078588731510276,2.490580619462241,2.467373264647366,2.436890668500946,2.3977351436872905,2.348548106430023,2.288118885015276,2.215502451651329,2.1301335688920506,2.0319228612782787,1.9213196639256505,1.7993275652353113,1.6674673364408283,1.5278462126829124
2898.0,2.544206285507695,2.5436986871872493,2.5422756731311615,2.539673668165791,2.5355354063488456,2.5293401334320023,2.5203899059966197,2.507801364459499,2.4905090142741466,2.467285936480832,2.4367866400386773,2.397614365664571,2.348411703809147,2.2879693252516162,2.2153435931775127,2.1299705582352093,2.0317618605937913,1.9211674084809165,1.7991908188362957,1.6673525007174628,1.5277585258076656
2899.0,2.5441915366595063,2.5436830862009776,2.542257758799699,2.5396517723752075,2.535507699640225,2.5293046150924767,2.520344446913949,2.507743812764293,2.490437366884218,2.467198569588761,2.436682579353156,2.397493564917656,2.3482752904657325,2.2878197683036756,2.21518475125113,2.1298075765116424,2.031600898380459,1.9210151972823442,1.7990541200416508,1.6672377125000177,1.5276708343380334
2900.0,2.5441767601121357,2.5436674568409865,2.542239814368002,2.5396298438458316,2.535479957007907,2.5292690576134573,2.5202989460912404,2.50768621807165,2.4903656773074148,2.4671111639928616,2.436578486469183,2.3973727414696846,2.3481388664173903,2.2876702141848257,2.215025925893819,2.1296446237778377,2.0314399747619034,1.9208630305407222,1.7989174691016094,1.6671229715107558,1.5275831383709815
2901.0,2.5441619558364037,2.5436517990788,2.542221839809539,2.539607882554573,2.5354521784339177,2.5292334609837988,2.5202534035256434,2.5076285803877987,2.4902939455586455,2.467023719714763,2.436474361411503,2.3972518953439335,2.3480024316824757,2.287520662910436,2.214867117130762,2.129481700093958,2.031279089861701,1.9207109084590734,1.7987808662483937,1.6670082774626485,1.5274954379916434
2902.0,2.5441471238031426,2.5436361128859537,2.542203835097798,2.53958588847836,2.535424363900298,2.5291978251923717,2.520207819214313,2.5075708997189436,2.490222171652769,2.4669362367760215,2.436370204204821,2.3971310265638595,2.347865986280153,2.287371114497887,2.2147083249904727,2.1293188055233214,2.0311182438028945,1.920558831232909,1.7986443116974664,1.6668936300613488,1.5274077332759521
2903.0,2.544132263983195,2.543620398233999,2.5421858002062794,2.539563861594141,2.535396513389113,2.5291621502280637,2.5201621931544076,2.5075131760712748,2.4901503556045976,2.4668487151981267,2.4362660148738238,2.397010135153141,2.3477295302304504,2.2872215689665567,2.2145495495045835,2.129155940131932,2.030957436707609,1.920406799050502,1.7985078056486454,1.6667790290068716,1.527320024292663
2904.0,2.54411737634742,2.543604655094499,2.542167735108502,2.539541801878885,2.5353686268824482,2.529126436079779,2.5201165253430915,2.507455409450963,2.4900784974288968,2.466761155002509,2.4361617934431967,2.3968892211357176,2.3475930635543003,2.287072026337797,2.214390790707624,2.128993103988063,2.030796668696745,1.9202548120931768,1.7983713482871033,1.6666644739950236,1.5272323111049246
2905.0,2.5441024608666836,2.54358888343903,2.5421496397780006,2.539519709309577,2.535340704362408,2.52909068273644,2.5200708157775313,2.5073975998641638,2.4900065971403906,2.4666735562105484,2.4360575399376474,2.3967682845358285,2.34745658627358,2.2869224866348965,2.21423204863681,2.128830297161884,2.0306359398897422,1.9201028705355934,1.79823493978427,1.6665499647186257,1.527144593771496
2906.0,2.5440875175118682,2.5435730832391825,2.542131514188325,2.5394975838632243,2.5353127458111193,2.529054890186981,2.5200250644548987,2.507339747317013,2.4899346547537613,2.4665859188435832,2.435953254381926,2.396647325378047,2.3473200984111333,2.2867729498830247,2.2140733233318333,2.128667519725129,2.030475250404396,1.919950974546032,1.7980985802986482,1.6664355008685638,1.5270568723476967
2907.0,2.5440725462538643,2.5435572544665597,2.542113358313043,2.5394754255168515,2.5352847512107255,2.5290190584203565,2.5199792713723705,2.507281851815633,2.489862670283655,2.466498242922918,2.435848936800844,2.3965263436873103,2.3471835999907915,2.2866234161091814,2.2139146148346613,2.1285047717508014,2.030314600356717,1.9197991242866683,1.7979622699765567,1.6663210821346854,1.5269691468861506
2908.0,2.5440575470635776,2.543541397092778,2.5420951721257343,2.539453234247503,2.5352567205433933,2.5289831874255335,2.5199334365271246,2.5072239133661287,2.4897906437446817,2.4664105284698343,2.435744587219297,2.396405339488952,2.3470470910373864,2.2864738853421285,2.2137559231893476,2.1283420533129203,2.0301539898608327,1.9196473199138362,1.7978260089528078,1.666206708206572,1.5268814174373668
2909.0,2.5440425199119248,2.543525511089467,2.542076955599999,2.5394310100322404,2.5352286537913056,2.5289472771914965,2.519887559916345,2.507165931974592,2.489718575151423,2.466322775505599,2.4356402056622812,2.3962843128087234,2.3469105715767498,2.2863243576123202,2.2135972484418494,2.1281793644862868,2.0299934190289086,1.9194955615782805,1.797689797351333,1.6660923787742017,1.5267936840501943
2910.0,2.544027464769834,2.5435095964282692,2.54205870870945,2.5394087528481455,2.535200550936667,2.5289113277072435,2.5198416415372185,2.5071079076470997,2.4896464645184344,2.466234984051478,2.4355357921549157,2.396163263672817,2.3467740416357175,2.286174832951835,2.213438590639859,2.128016705346284,2.0298328879711027,1.919343849425395,1.797553635285756,1.6659780935285171,1.5267059467721822
2911.0,2.5440123816082454,2.5434936530808407,2.5420404314277176,2.5393864626723177,2.5351724119617,2.528875338961788,2.5197956813869364,2.507049840389718,2.489574311860248,2.466147154128742,2.4354313467224573,2.396042192107886,2.346637501242122,2.2860253113943,2.213279949832642,2.1278540759687052,2.029672396795535,1.9191921835954484,1.797417522859924,1.665863852161913,1.5266182056498563
2912.0,2.543997270398111,2.5434776810188504,2.5420221237284464,2.5393641394818744,2.5351442368486463,2.5288393109441585,2.519749679462694,2.5069917302085027,2.4895021171913796,2.4660592857586785,2.4353268693903196,2.39592109814106,2.3465009504247805,2.2858757929748172,2.2131213260708917,2.127691476429593,2.029511945608273,1.9190405642237964,1.7972814601684024,1.665749654368653,1.526530460728939
2913.0,2.543982131110396,2.54346168021398,2.5420037855852984,2.5393417832539527,2.5351160255797662,2.5288032436433983,2.519703635761691,2.506933577109498,2.4894298805263304,2.4659713789626023,2.435222360184088,2.395799981799957,2.3463643892134836,2.2857262777298937,2.212962719406588,2.127528906805108,2.029351534513331,1.9188889914410825,1.7971454472969346,1.6656354998452256,1.526442712054522
2914.0,2.5439669637160756,2.543445650637925,2.5419854169719485,2.5393193939657057,2.5350877781373393,2.5287671370485647,2.5196575502811327,2.5068753810987436,2.489357601879594,2.465883433761866,2.435117819129533,2.3956788431126954,2.346227817638976,2.285576765697362,2.2128041298928687,2.1273663671714083,2.029191163612677,1.9187374653734248,1.7970094843228699,1.6655213882906459,1.5263549596711952
2915.0,2.5439517681861377,2.5434295922623926,2.5419670178620892,2.5392969715943066,2.5350594945036633,2.5287309911487306,2.5196114230182287,2.5068171421822716,2.489285281265662,2.465795450177867,2.4350132462526273,2.3955576821079005,2.346091235732938,2.2854272569163134,2.2126455575839103,2.127203857604547,2.029030833006251,1.9185859861425927,1.796873571315569,1.6654073194067134,1.5262672036231513
2916.0,2.543936544491583,2.5434135050591045,2.541948588229427,2.5392745161169454,2.535031174661053,2.528694805932982,2.5195652539701943,2.506758860366111,2.489212918699025,2.46570742823206,2.434908641579555,2.3954364988147114,2.345954643527964,2.285277751427029,2.2124870025348184,2.1270413781803823,2.0288705427919873,1.9184345538661716,1.7967377083367806,1.6652932928982265,1.526179443954263
2917.0,2.5439212926034225,2.543397388999794,2.541930128047685,2.5392520275108295,2.5350028185918436,2.528658581390421,2.5195190431342533,2.5067005356562886,2.489140514194183,2.465619367945966,2.4348040051367232,2.395315293262782,2.3458180410575395,2.285128249270907,2.2123284648015242,2.1268789289745,2.028710293065842,1.9182831686577162,1.7966018954409981,1.6651793084731636,1.5260916807081424
2918.0,2.5439060124926796,2.5433812440562082,2.5419116372906005,2.5392295057531835,2.534974426278387,2.5286223175101648,2.519472790507635,2.5066421680588338,2.489068067765646,2.4655312693411773,2.434699336950774,2.395194065482286,2.3456814283560137,2.284978750490403,2.212169944440691,2.1267165100621432,2.028550083921825,1.918131830626899,1.7964661326757965,1.6650653658428323,1.5260039139281865
2919.0,2.5438907041303898,2.543365070200106,2.5418931159319254,2.539206950821251,2.5349459977030535,2.5285860142813426,2.5194264960875756,2.5065837575797776,2.4889955794279413,2.4654431324393715,2.4345946370485914,2.3950728155039136,2.3455448054585766,2.2848292551289635,2.212011441509626,2.126554121518156,2.028389915452036,1.917980539879644,1.7963304200821484,1.6649514647219925,1.5259161436576087
2920.0,2.5438753674876007,2.5433488674032603,2.541874563945429,2.5391843626922928,2.5349175328482305,2.528549671693101,2.5193801598713224,2.506525304225156,2.488923049195619,2.4653549572623144,2.4344899054573097,2.3949515433588715,2.345408172401232,2.284679763230965,2.211852956066203,2.126391763416932,2.028229787746697,1.9178292965182535,1.7961947576947273,1.6648376048289535,1.5258283699394621
2921.0,2.5438600025353697,2.543332635637456,2.5418559813048933,2.5391617413435865,2.5348890316963253,2.528513289734601,2.51933378185613,2.5064668080010133,2.488850477083255,2.465266743831872,2.434385142204321,2.394830249078878,2.3452715292207715,2.28453027484166,2.211694488168786,2.1262294358323697,2.028069700894193,1.9176781006415313,1.796059145542192,1.664723785885653,1.5257405928166548
2922.0,2.543844609244769,2.5433163748744905,2.541837367984116,2.539139086752427,2.5348604942297617,2.528476868395019,2.519287362039265,2.506408268913404,2.488777863105457,2.4651784921700135,2.434280347317281,2.3947089326961617,2.345134875954745,2.2843807900071136,2.211536037876162,2.126067138837838,2.0279096549811113,1.9175269523448932,1.7959235836474576,1.6646100076177162,1.5256528123319613
2923.0,2.543829187586879,2.543300085086175,2.54181872395691,2.5391163988961267,2.5348319204309813,2.5284404076635467,2.519240900418006,2.506349686968394,2.4887052072768707,2.4650902022988217,2.4341755208241125,2.3945875942434527,2.3449982126414355,2.2842313087741615,2.2113776052474776,2.125904872506144,2.0277496500922787,1.917375851720473,1.7957880720279549,1.6644962697544996,1.5255650285280276
2924.0,2.5438137375327945,2.5432837662443313,2.5418000491971036,2.5390936777520143,2.5348033102824443,2.5284039075293916,2.519194396989641,2.5062910621720667,2.488632509612181,2.4650018742404964,2.434070662753011,2.394466233753977,2.3448615393198327,2.284081831190349,2.211219190342183,2.1257426369095045,2.0275896863108023,1.9172247988572253,1.7956526106958737,1.6643825720291194,1.5254772414473736
2925.0,2.5437982590536197,2.543267418320796,2.5417813436785375,2.539070923297437,2.534774663766627,2.528367367981778,2.519147851751475,2.506232394530521,2.4885597701261197,2.464913508017362,2.4339657731324467,2.394344851261452,2.344724856029604,2.2839323573038905,2.2110607932199806,2.1255804321195253,2.0274297637181076,1.9170737938410158,1.7955171996583992,1.6642689141784706,1.5253894511323913
2926.0,2.5437827521204723,2.5432510412874167,2.54176260737507,2.539048135509758,2.5347459808660258,2.5283307890099467,2.519101264700826,2.5061736840498776,2.4884869888334684,2.4648251036518722,2.433860851991169,2.3942234468000736,2.3445881628110703,2.2837828871636194,2.210902413940772,2.1254182582071834,2.0272698823939774,1.916922836754714,1.795381838917934,1.6641552959432313,1.5253016576253462
2927.0,2.543767216704481,2.543234635116054,2.541743840260573,2.5390253143663575,2.534717261563155,2.528294170603155,2.519054635835029,2.50611493073628,2.488414165749064,2.4647366611666137,2.4337558993582054,2.394102020404513,2.344451459705179,2.2836334208189486,2.210744052564618,2.125256115242811,2.0271100424165915,1.916771927678276,1.7952465284723107,1.664041717067861,1.5252138609683685
2928.0,2.543751652776785,2.5432181997785817,2.541725042308932,2.5390024598446335,2.5346885058405446,2.528257512750677,2.5190079651514354,2.5060561345958976,2.488341300887801,2.464648180584314,2.4336509152628647,2.3939805721099043,2.3443147467534793,2.2834839583198256,2.210585709151696,2.1250940032960837,2.026950243862562,1.9166210666888237,1.7951112683149981,1.66392817730059,1.5251260612034527
2929.0,2.5437360603085364,2.5432017352468854,2.5417062134940482,2.538979571922,2.5346597136807465,2.528220815441806,2.518961252647414,2.505997295634926,2.4882683942646366,2.4645596619278414,2.433545899734737,2.3938591019518354,2.344178023998094,2.2833344997166964,2.210427383762263,2.1249319224360113,2.02679048680697,1.9164702538607228,1.7949760584352925,1.663814676393401,1.5250382583724496
2930.0,2.5437204392708965,2.543185241492862,2.541687353789837,2.538956650575889,2.5346308850663273,2.5281840786658534,2.518914498320356,2.505938413859592,2.4881954458945943,2.464471105220212,2.4334408528036926,2.39373760996634,2.3440412914817004,2.283185045060468,2.21026907645662,2.12476987273093,2.0266307713234046,1.9163194892656525,1.7948408988185065,1.6637012141020033,1.5249504525170614
2931.0,2.5437047896350413,2.543168718488423,2.541668463170229,2.5389336957837476,2.534602019979874,2.528147302412149,2.5188677021676713,2.5058794892761567,2.4881224557927686,2.464382510484591,2.4333357744998834,2.393616096189885,2.3439045492475024,2.283035594402472,2.2101107872950814,2.1246078542484996,2.0264710974839932,1.9161687729726755,1.7947057894461456,1.6635877901858063,1.5248626436788362
2932.0,2.5436891113721556,2.5431521662054903,2.5416495416091687,2.5389107075230415,2.5345731184039924,2.5281104866700415,2.518820864186793,2.5058205218909135,2.488049423974325,2.4642938777442973,2.43323066485374,2.393494560659363,2.343767797339209,2.2828861477944358,2.209952516337948,2.1244458670556963,2.0263114653594387,1.9160181050483032,1.7945707302960792,1.6634744044078813,1.5247748318991596
2933.0,2.543673404453436,2.5431355846159995,2.541630589080614,2.538887685771254,2.534544180321306,2.5280736314289007,2.5187739843751773,2.5057615117101975,2.487976350454507,2.464205207022803,2.4331255238959706,2.393373003412081,2.343631035801012,2.282736705288446,2.2097942636454757,2.124283911218815,2.026151875019051,1.9158674855565563,1.7944357213427047,1.6633610565349284,1.5246870172192517
2934.0,2.5436576688500905,2.5431189736918967,2.541611605558539,2.5388646305058824,2.534515205714457,2.5280367366781165,2.518727062730305,2.505702458740381,2.4879032352486368,2.4641164983437402,2.433020351657561,2.393251424485748,2.343494264677564,2.2825872669369236,2.2096360292778585,2.1241219868034666,2.025992326530779,1.9157169145590267,1.7943007625571021,1.6632477463372304,1.5245991996801573
2935.0,2.54364190453334,2.543102333405143,2.541592591016932,2.5388415417044445,2.5344861945661092,2.5279998024071,2.5186800992496843,2.5056433629878785,2.4878300783721192,2.464027751730899,2.432915148169768,2.3931298239184677,2.343357484013957,2.2824378327925925,2.2094778132951993,2.1239600938745804,2.0258328199612397,1.9155663921149337,1.7941658539071856,1.6631344735886118,1.5245113793227445
2936.0,2.5436261114744148,2.543085663727709,2.541573545429794,2.538818419344473,2.534457146858943,2.5279628286052844,2.51863309393085,2.5055842244591497,2.487756879840444,2.4639389672082315,2.432809913464123,2.393008201748726,2.3432206938557023,2.282288402908457,2.2093196157574937,2.1237982324964033,2.0256733553757513,1.9154159182811779,1.7940309953578468,1.6630212380663911,1.5244235561876949
2937.0,2.5436102896445565,2.543068964631579,2.5415544687711424,2.5387952634035176,2.5344280625756603,2.5279258152621247,2.5185860467713654,2.5055250431607012,2.4876836396691884,2.463850144799853,2.4327046475724243,2.392886558015381,2.3430838942487116,2.2821389773377727,2.209161436724612,2.1236364027325068,2.0255139328383587,1.9152654931123945,1.7938961868710923,1.6629080395513325,1.5243357303155007
2938.0,2.5435944390150196,2.543052236088749,2.541535361015008,2.538772073859147,2.5343989416989823,2.5278887623670996,2.5185389577688246,2.5054658190990873,2.4876103578740203,2.4637612845300394,2.4325993505267363,2.3927648927576524,2.3429470852392753,2.281989556134027,2.2090032762562792,2.123474604645786,2.0253545524118626,1.9151151166610039,1.7937614284061754,1.6627948778275947,1.52424790174646
2939.0,2.5435785595570666,2.5430354780712277,2.541516222135437,2.5387488506889464,2.53436978421165,2.527851669909711,2.5184918269208527,2.5054065522809137,2.4875370344706984,2.463672386423235,2.432494022359385,2.392643206015113,2.342810266874049,2.2818401393509147,2.208845134412063,2.1233128382984674,2.0251952141578453,1.9149647889772594,1.7936267199197236,1.6626817526826818,1.5241600705206706
2940.0,2.543562651241975,2.543018690551034,2.5414970521064886,2.5387255938705175,2.534340590096427,2.5278145378794856,2.518444654225107,2.505347242712838,2.4874636694750762,2.463583450504046,2.432388663102958,2.3925214978276745,2.3426734392000306,2.2816907270423177,2.208687011251357,2.123151103752112,2.0250359181366973,1.9148145101092955,1.7934920613658596,1.6625686639073893,1.5240722366780268
2941.0,2.5435467140410313,2.5430018735002027,2.5414778509022367,2.5387023033814806,2.5343113593360944,2.5277773662659757,2.5183974396792808,2.505287890401571,2.4873902629031033,2.463494476797247,2.4322832727902934,2.392399768235582,2.3425366022645466,2.2815413192622858,2.2085289068333713,2.1229894010676205,2.0248766644076417,1.9146642801031357,1.793357452691489,1.662455610936784,1.5239842041731047
2942.0,2.5435307479255336,2.5429850268907774,2.541458618496771,2.5386789791994726,2.5342820919134565,2.527740155058759,2.5183501832810995,2.5052284953538826,2.4873168147708267,2.4634054653277757,2.432177851454486,2.3922780172794,2.3423997561152348,2.281391916065016,2.2083708212171183,2.1228277303052394,2.024717453028713,1.9145140990001936,1.7932228937530736,1.6623425919567292,1.5238962283882644
2943.0,2.543514752866791,2.5429681506948154,2.541439354864195,2.53865562130215,2.53425278781134,2.527702904247439,2.5183028850283273,2.5051690575765972,2.487243325094393,2.463316416120737,2.4320723991288755,2.392156245000005,2.3422629008000273,2.281242517504839,2.208212754461402,2.1226660915245503,2.024558284056094,1.9143639668223607,1.7930883842147236,1.6622296053115888,1.5238082936941526
2944.0,2.543498728836124,2.5429512448843856,2.541420059978626,2.538632229667185,2.5342234470125904,2.527665613821648,2.518255544918765,2.505109577076601,2.487169793890049,2.4632273292014006,2.431966915847046,2.392034451438577,2.342126036367138,2.2810931236361975,2.2080547066248055,2.1225044847843235,2.0243991575414535,1.9142138835521834,1.7929539236117442,1.662116649800738,1.523720393325899
2945.0,2.543482675804864,2.542934309431569,2.5414007338141977,2.538608804272269,2.534194069500078,2.527628283771045,2.5182081629502524,2.50505005386084,2.487096221174144,2.463138204595203,2.4318614016428217,2.391912636636585,2.341989162865045,2.280943734513634,2.2078966777656497,2.1223429101420246,2.0242400735276536,1.9140638491265176,1.7928195114341174,1.6620037245347024,1.5236325237511634
2946.0,2.5434665937443555,2.5429173443084605,2.5413813763450563,2.538585345095112,2.534164655256694,2.527590914085317,2.5181607391206686,2.5049904879363227,2.48702260696313,2.463049042327743,2.431755856550263,2.3917908006357846,2.3418522803424784,2.280794350191767,2.207738667941893,2.122181367652895,2.0240810320449136,1.9139138634422053,1.7926851471721634,1.6618908288373757,1.523544682918032
2947.0,2.543450482625951,2.542900349487165,2.541361987545364,2.5385618521134408,2.534135204265353,2.5275535047541826,2.5181132734279337,2.5049308793101215,2.486948951273564,2.4629598424247847,2.4316502806036615,2.3916689434782024,2.341715388848405,2.28064497072526,2.207580677210928,2.1220198573687954,2.0239220331087187,1.9137639263659598,1.7925508303365747,1.6617779621847435,1.5234568695597182
2948.0,2.5434343424210164,2.5428833249397997,2.541342567389298,2.5385383253050016,2.5341057165089937,2.527516055767388,2.518065765870011,2.5048712279893737,2.486875254122107,2.4628706049122555,2.431544673837535,2.391547065206131,2.3415784884320106,2.28049559616877,2.2074227056292837,2.1218583793370813,2.0237630767195114,1.9136140377439261,1.792416560465617,1.6616651241655211,1.5233690828669784
2949.0,2.5434181731009278,2.542866270638496,2.5413231158510494,2.53851476464756,2.534076191970577,2.527478567114711,2.518018216444906,2.5048115339812833,2.486801515525528,2.4627813298162455,2.4314390362866263,2.3914251658621186,2.341441579142683,2.2803462265768655,2.2072647532522565,2.121696933599729,2.023604162863621,1.9134641974093782,1.7922823371264687,1.6615523144547555,1.5232813223145576
2950.0,2.543401974637073,2.5428491865553964,2.5413036329048255,2.5384911701188995,2.5340466306330875,2.527441038785961,2.517970625150669,2.504751797293123,2.4867277355007,2.4626920171630053,2.4313333679858955,2.391303245488958,2.34130466102998,2.2801968620039217,2.207106820133525,2.1215355201927864,2.0234452915148555,1.9133144051884226,1.7921481599140703,1.661439532795351,1.5231935875613472
2951.0,2.543385747000851,2.542832072662655,2.541284118524847,2.5384675416968228,2.5340170324795364,2.5274034707709805,2.517922991985395,2.504692017932231,2.4866539140646062,2.4626026669789467,2.431227668970519,2.3911813041296757,2.3411677341436024,2.280047502503985,2.206948906324785,2.1213741391461403,2.0232864626363307,1.9131646609040356,1.792014028449032,1.661326778984653,1.5231058783894051
2952.0,2.5433694901636734,2.5428149289324407,2.5412645726853516,2.5384438793591517,2.533987397492957,2.527365863059642,2.5178753169472254,2.5046321959060194,2.486580051234336,2.4625132792906403,2.4311219392758794,2.3910593418275212,2.3410307985333434,2.279898148130631,2.206791011875441,2.1212127904835443,2.023127676182291,1.91301496437884,1.7918799423753138,1.6612140528643913,1.523018194664995
2953.0,2.5433532040969595,2.542797755336932,2.5412449953605902,2.5384201830837276,2.5339577256564096,2.527328215641854,2.5178276000343485,2.5045723312219694,2.486506147027087,2.4624238541248142,2.4310161789375666,2.390937358625946,2.3408938542490407,2.2797487989368115,2.206633136832367,2.12105147422284,2.0229689320997783,1.9128653154369673,1.791745901357973,1.6611013543129416,1.5229305363128156
2954.0,2.5433368887721453,2.5427805518483213,2.541225386524831,2.5383964528484118,2.533928016952979,2.5272905285075566,2.5177798412450016,2.5045124238876326,2.486432201460166,2.4623343915083526,2.430910387991366,2.390815354568589,2.340756901340516,2.2795994549747083,2.2064752812397446,2.1208901903763007,2.0228102303301,1.912715713905269,1.7916119050811112,1.6609886832392402,1.5228429032984843
2955.0,2.5433205441606725,2.5427633184388143,2.5412057461523565,2.5383726886310853,2.533898271365776,2.5272528016467275,2.51773204057747,2.504452473910635,2.4863582145509886,2.4622448914682953,2.430804566473256,2.390693329699254,2.340619939857514,2.279450116295598,2.206317445138967,2.1207289389510553,2.0226515708100865,1.9125661596140784,1.7914779532460443,1.6608760395779063,1.5227552956163726
2956.0,2.543304170233999,2.5427460550806282,2.5411860742174643,2.5383488904096496,2.533868488877938,2.527215035049377,2.5176841980300884,2.5043924812986744,2.4862841863170786,2.462155354031833,2.4306987144193966,2.390571284061884,2.3404829698496306,2.279300782949731,2.2061596285686096,2.1205677199495385,2.0224929534731446,1.9124166523976562,1.7913440455697014,1.6607634232852764,1.5226677132810116
2957.0,2.543287766963591,2.542728761745992,2.541166370694469,2.538325058162025,2.5338386694726287,2.5271772287055527,2.517636313601243,2.504332446059526,2.4862101167760695,2.4620657792263065,2.430592831866123,2.3904492177005334,2.340345991366254,2.2791514549862377,2.2060018315644463,2.120406533369951,2.0223343782501315,1.9122671920944216,1.7912101817832253,1.660650834336133,1.5225801563209398
2958.0,2.5432713343209286,2.5427114384071503,2.5411466355576997,2.5383011918661538,2.533808813133041,2.527139382605339,2.517588387289371,2.504272368201036,2.486136005945703,2.461976167079204,2.430486918849935,2.390327130659341,2.3402090044564927,2.2790021324530425,2.205844054159509,2.1202453792067115,2.0221758450700706,1.9121177785470351,1.791076361630758,1.6605382727209816,1.5224926247742503
2959.0,2.543254872277502,2.5426940850363584,2.541126868781503,2.5382772914999983,2.5337789198423915,2.5271014967388563,2.5175404190929633,2.504212247731129,2.4860618538438297,2.461886517618158,2.4303809754074823,2.3902050229824994,2.34007200916912,2.2788528153968093,2.2056862963841746,2.120084257450878,2.0220173538607393,1.9119684116023834,1.7909425848683778,1.6604257384437582,1.5224051186853496
2960.0,2.5432383808048145,2.5426767016058847,2.5411070703402396,2.5382533570415426,2.533748989583927,2.5270635710962646,2.5174924090105613,2.504152084657804,2.485987660488407,2.461796830870939,2.4302750015755583,2.3900828947142183,2.339935005552512,2.2787035038628964,2.205528558266278,2.1199231680905446,2.021858904549142,1.9118190911114965,1.790808851263175,1.6603132315198876,1.5223176381025756
2961.0,2.5432218598743797,2.542659288088011,2.5410872402082876,2.5382293884687908,2.5337190223409225,2.5270256056677605,2.5174443570407607,2.5040918789891364,2.4859134258974995,2.461707106865455,2.430168997391079,2.3899607458986987,2.339797993654604,2.2785541978953345,2.2053708398312324,2.1197621111112026,2.0217004970618935,1.9116698169294266,1.790675160592438,1.6602007519746271,1.522230183076456
2962.0,2.543205309457724,2.5426418444550327,2.541067378360041,2.53820538575977,2.5336890180966813,2.5269876004435803,2.5173962631822118,2.50403163073328,2.4858391500892796,2.4616173456297443,2.4300629628910757,2.389838576580099,2.339660973522838,2.2784048975368165,2.2052131411021656,2.1196010864960724,2.0215421313255253,1.911520588915098,1.7905415126429378,1.6600882998416433,1.5221427536584229
2963.0,2.5431887295263853,2.542624370679257,2.5410474847699103,2.5381813488925276,2.533658976834536,2.526949555414,2.5173481274336202,2.5039713398984644,2.4857648330820235,2.4615275471919698,2.4299568981126756,2.3897163868025046,2.3395239452041308,2.278255602828702,2.205055462100054,2.119440094226396,2.0213838072667323,1.9113714069311452,1.7904079072102954,1.659975875161785,1.5220553498998755
2964.0,2.5431721200519144,2.5426068667330064,2.5410275594123233,2.5381572778451336,2.5336288985378483,2.5269114705693343,2.517299949793746,2.503911006492997,2.48569047489411,2.4614377115804147,2.429850803093088,2.3895941766099007,2.3393869087448382,2.278106313811029,2.2048978028438593,2.1192791342817063,2.0212255248125643,1.911222270843744,1.7902743440984175,1.6598634779820225,1.5219679718514978
2965.0,2.543155481005872,2.542589332588615,2.5410076022617236,2.53813317259568,2.5335987831900098,2.5268733458999404,2.517251730261405,2.5038506305252626,2.4856160755440215,2.4613478388234764,2.4297446778695884,2.3894719460461404,2.33924986419073,2.2779570305225363,2.204740163350668,2.119118206640062,2.02106728389058,1.9110731805224421,1.7901408231189933,1.6597511083545227,1.5218806195627677
2966.0,2.5431388123598344,2.542571768218431,2.5409876132925735,2.5381090331222818,2.533568630774443,2.5268351813962155,2.517203468835471,2.503790212003723,2.485541635050339,2.4612579289496574,2.4296385224795043,2.389349695154925,2.3391128115869693,2.277807753000693,2.204582543635817,2.1189573112782574,2.0209090844289643,1.910924135839993,1.790007344091042,1.6596387663358463,1.521793293081611
2967.0,2.543122114085387,2.5425541735948167,2.5409675924793493,2.5380848594030763,2.5335384412746005,2.5267969770485985,2.5171551655148736,2.503729750936917,2.485467153431742,2.4611679819875607,2.4295323369601984,2.3892274239797757,2.338975750978096,2.2776584812817333,2.2044249437130246,2.1187964481720125,2.0207509263566186,1.9107751366721948,1.7898739068405038,1.6595264519862432,1.5217059924541647
