time_s,C_r0.0_cm_kg_kg,C_r0.1_cm_kg_kg,C_r0.2_cm_kg_kg,C_r0.3_cm_kg_kg,C_r0.4_cm_kg_kg,C_r0.5_cm_kg_kg,C_r0.6_cm_kg_kg,C_r0.7_cm_kg_kg,C_r0.8_cm_kg_kg,C_r0.9_cm_kg_kg,C_r1.0_cm_kg_kg,C_r1.1_cm_kg_kg,C_r1.2_cm_kg_kg,C_r1.3_cm_kg_kg,C_r1.4_cm_kg_kg,C_r1.5_cm_kg_kg,C_r1.6_cm_kg_kg,C_r1.7_cm_kg_kg,C_r1.8_cm_kg_kg,C_r1.9_cm_kg_kg,C_r2.0_cm_kg_kg,药材表面
8880.0,2.520585161237689,2.5180414447520807,2.5102679543277913,2.4964987724240397,2.474623072244933,2.4429878119888135,2.398214383799203,2.3380462252982035,2.258496498675216,2.157584229524648,2.0319533617330747,1.880950672258625,1.7030512637152657,1.499297459330233,1.269699824001769,1.014514923287915,,,,,,0.7555047643173542
8940.0,2.5191524412616046,2.51653684951936,2.5085567616733964,2.494445460089947,2.4721008766037227,2.4398689383100662,2.3944235874817994,2.3334995423368476,2.253231794511721,2.1516047959483946,2.025449951758587,1.8740219777986507,1.6960060982773535,1.492269704950635,1.2629956772133557,1.0081421022792927,,,,,,0.7530126101606028
9000.0,2.5176784857519077,2.5149908621702646,2.5068040618333494,2.4923508343837826,2.469539067054954,2.4367139248216865,2.3906030921095445,2.3289324359309487,2.2479585100341035,2.1456308759283718,2.0189657171788493,1.8671261320178623,1.6890027542331552,1.4852891102330161,1.2563343112758372,1.001792152559982,,,,,,0.7507014329312878
9060.0,2.5161631952696677,2.513403289325168,2.5050094372588267,2.490213855019339,2.466935763215415,2.43351905778353,2.3867470290240425,2.32433493328074,2.2426622017760254,2.139640210118999,2.012469899480391,1.8602186517025265,1.681981889116485,1.4782760185593204,1.2496183093229056,0.9953789332264467,,,,,,0.7485236561786358
9120.0,2.5146065050808315,2.5117742347215546,2.503173422368614,2.4880359742743106,2.464293572450176,2.430289016585513,2.382862201813031,2.3197174779033363,2.2373565530364816,2.133652110280277,2.0059870461956635,1.8533338418829617,1.6749892637545272,1.471296184193743,1.2429402900680033,0.9890369547324763,,,,,,0.7461607453547069
9180.0,2.5130083664854572,2.5101036788251654,2.50129607061742,2.485817334330429,2.461612688543342,2.427023979016323,2.378948675503436,2.3150800373015463,2.232041686701488,2.127667550601687,1.999520248512023,1.8464784625028716,1.6680365318817167,1.4643658389050846,1.2363189220577957,0.9827398236184554,,,,,,0.7437766963629403
9240.0,2.5113686766411556,2.5083915483923067,2.4993773900796845,2.483558069527268,2.4588934101786455,2.423724470906962,2.375007293768039,2.310423933278682,2.226719541831062,2.121689042563968,1.993072013563913,1.839653502830125,1.6611207633501692,1.4574758729845778,1.2297367370687662,0.9764667417945383,,,,,,0.7414014739829008
9300.0,2.5096873709257492,2.5066378195647085,2.4974174718048476,2.4812584523290235,2.456136237267764,2.4203912434607813,2.3710390079220156,2.3057502047352743,2.221391017594323,2.1157171158361447,1.9866424561157807,1.8328590760894206,1.6542432717903959,1.4506302589890827,1.2231983637277613,0.9702223562124408,,,,,,0.7391278141898634
9360.0,2.5079644652276096,2.5048425486396897,2.495416483187851,2.4789188179275015,2.45334169944027,2.417025024183849,2.3670446892862587,2.301059790764027,2.2160569568783015,2.1097522241109417,1.980231073111908,1.8260926749370152,1.6473982280159392,1.443818461763909,1.216688521991779,0.9640103387815238,,,,,,0.7367933343364901
9420.0,2.5062000320653057,2.5030058457938407,2.4933746356281192,2.4765395234388854,2.4505103006396496,2.4136264201844186,2.363024910974947,2.2963530435071706,2.2107172583245225,2.1037937053932714,1.973836916301796,1.8193540139755189,1.6405878145861044,1.4370469236343322,1.2102192603031283,0.9578326887206555,,,,,,0.7345242439983031
9480.0,2.5043941604747144,2.501127831216036,2.4912921310086804,2.4741208849005374,2.4476424678995476,2.410195948217457,2.358980224243116,2.291630519600724,2.205372454515109,2.097842007369332,1.967460105848845,1.8126421452210248,1.633808681062833,1.430307883715818,1.2037775079937085,0.9516844352791127,,,,,,0.7323110498308001
9540.0,2.5025469390145387,2.499208623852826,2.4891691685357458,2.471663215092245,2.444738623279057,2.4067341021008954,2.354911080715223,2.2868924639205765,2.2000223374718777,2.091896213896412,1.961098904352123,1.8059547403337368,1.6270587863959431,1.4236011679321905,1.1973676820890944,0.9455785752997367,,,,,,0.7300995736805451
9600.0,2.5006584529913605,2.4972483347062044,2.4870059243782054,2.4691667753779893,2.4417990925035937,2.403241223728944,2.3508177431660466,2.2821389821683398,2.194666815962081,2.0859561223811043,1.9547532805639034,1.799292434066201,1.6203402000677076,1.4169315296264473,1.1909327918624055,0.939522865659003,,,,,,0.7277949325931319
9660.0,2.4987287636774083,2.495247048279655,2.4848025430376603,2.466631794374977,2.4388241871896943,2.399717705369435,2.346700680083725,2.2773706907181532,2.189306837530513,2.0800234013597394,1.9484262272737636,1.792660212331345,1.6136601940933597,1.4103074675579033,1.1845096624255695,0.9334898051627525,,,,,,0.7255889420384681
9720.0,2.49675793918417,2.493204861957878,2.48255920316953,2.4640585814298115,2.435814388986018,2.396164253119203,2.3425608597218357,2.272588839917842,2.1839438089706182,2.0740991509655373,1.9421175062615812,1.786054593997247,1.607009833282472,1.4037131388520923,1.1781129018458922,0.9274862586015922,,,,,,0.7232890323079165
9780.0,2.4947461221905627,2.4911219522357504,2.4802761721673674,2.461447536727748,2.432770232103431,2.392581488574943,2.338398846224861,2.2677937243718196,2.1785775236787783,2.06818265816722,1.9358265279703337,1.7794769452617105,1.60033966448725,1.3971641069927723,1.1717691936974706,0.9215195395854721,,,,,,0.7209592679184744
9840.0,2.4926934958233398,2.4889985280881746,2.477953726334858,2.458799033392241,2.429692193864115,2.3889700097649604,2.3342153980735523,2.2629864137360065,2.1732096320494843,2.0622765150270643,1.9295570141779568,1.7729315698873238,1.593679996760077,1.3906581299196763,1.165463968571979,0.9155628480277316,,,,,,0.7187242288676399
9900.0,2.4906002785334063,2.486834840927021,2.475592209041666,2.4561135630860575,2.4265809574463666,2.3853307276267963,2.330011635842715,2.2581681355840617,2.167841160658395,2.0563809030038103,1.9233073109423193,1.7664136195389912,1.587051832978525,1.3841815939503246,1.1591807526548321,0.909631115551238,,,,,,0.7164752710060001
9960.0,2.4884667758827703,2.4846312285447625,2.4731920421045372,2.4533916632970922,2.4234371576218683,2.381664298574327,2.3257880586489206,2.253338977278851,2.162471495553251,2.0504943367740434,1.9170752756388192,1.7599211431935937,1.580454819222966,1.3777371257901994,1.152926853199763,0.9037283459022962,,,,,,0.7143558179177529
10020.0,2.486293302601053,2.4823880248796373,2.4707536044871,2.4506337636859086,2.420261238438404,2.3779711192208897,2.321544916424256,2.248498952974199,2.1571003319895383,2.0446160863340843,1.9108256890284754,1.7534516154901725,1.5738843602782513,1.371317150106672,1.1466938014103203,0.8978663084089263,,,,,,0.7122201592660344
10080.0,2.484080121096612,2.480105506355169,2.468277203630524,2.4478402021093717,2.417053527175758,2.3742514344242065,2.317282245674411,2.2436477463701068,2.151726868844082,2.0387448518278455,1.9045552427036871,1.747004210510885,1.5673418856368995,1.3649281959495523,1.1404986281885083,0.8920541414419447,,,,,,0.7100462791991805
10140.0,2.481827425633732,2.4777838764842666,2.465763061494639,2.4450112157073938,2.4138142474716027,2.3705054296766854,2.313000186089076,2.2387855473214473,2.146351594618371,2.0328819128125004,1.898303353601477,1.7405837007032778,1.5608341662222673,1.3585778660960326,1.1343453418407583,0.8862664679531819,,,,,,0.7079280018156742
10200.0,2.479535367663331,2.4754233027720995,2.4632113888748735,2.442147087092166,2.4105437790302515,2.3667336261082297,2.30869944355163,2.2339132827769865,2.140975580809666,2.027028115961894,1.8920698143854837,1.7341873629342395,1.5543543483237638,1.352254822446704,1.1282194075943275,0.8805142126636861,,,,,,0.7057463889470332
10260.0,2.4772041481249367,2.473024008684217,2.4606224680726076,2.439248183317367,2.407242567705948,2.3629365105163505,2.304380444960013,2.2290311873070006,2.1355987686679425,2.021183239353079,1.8858548720610004,1.7278174843649747,1.5479091002702865,1.345972525591864,1.1221403087629003,0.874785345221915,,,,,,0.7035220794427648
10320.0,2.4748340051603663,2.470586249853953,2.457996599616157,2.4363148719903727,2.403911057487352,2.3591146284501043,2.3000438821970897,2.224140212491763,2.130222508913827,2.015349099291564,1.8796605365215684,1.7214753123934274,1.5414971369402408,1.3397248125046033,1.1160933024657822,0.8690722666957755,,,,,,0.7013529947484773
10380.0,2.472425222539009,2.4681103338253303,2.4553341555216943,2.4333476267854843,2.4005498426479237,2.3552687006462865,2.2956905604794366,2.2192411579413402,2.1248336158495413,2.009525975763876,1.873486604816702,1.7151602883203456,1.5351178699957568,1.333510960889478,1.1100751723423672,0.8633770999631794,,,,,,0.6992413224751841
10440.0,2.469978155823637,2.465596638175596,2.4526355700973763,2.430346963077794,2.3971595147080262,2.3513993663326067,2.2913210852226196,2.2143344565597474,2.119410255434287,2.0037130553044613,1.8673307872458051,1.7088678346246584,1.5287637684615132,1.3273207781371714,1.1040781739459322,0.8577212859751213,,,,,,0.697074730457712
10500.0,2.4674931884476794,2.4630455604121972,2.449901271794628,2.42731333893859,2.3937405169670556,2.3475069722707285,2.286935577542304,2.209419889585205,2.113988040500155,1.997909867623978,1.8611937532906733,1.7026018816854205,1.5224448413627045,1.3211728992738332,1.098130891538345,0.8520580002476694,,,,,,0.6948132425689546
10560.0,2.464970659843967,2.4604574481394756,2.4471316269012657,2.4242471489908834,2.3902932802417602,2.343592034161948,2.282534748244803,2.2044986066971197,2.1085688847885695,1.992119407397785,1.8550794967886903,1.6963664446240427,1.5161626159787343,1.3150624257458168,1.09221437848309,0.8462733165894925,,,,,,0.6926968465363058
10620.0,2.4624109318747514,2.457832686890869,2.444327087715962,2.4211489598485816,2.3868185264706954,2.3396554664209854,2.278119686068844,2.199571743913663,2.10315363242838,1.9863415418912023,1.8489858746475503,1.6901560789462267,1.5099070558161514,1.3089739969193637,1.0863080380628503,0.8405185748227731,,,,,,0.6906913475401976
10680.0,2.459814473025005,2.4551717664340473,2.4414881958173664,2.418019375835645,2.383316882097402,2.3356978100130807,2.2736906282878553,2.194638881082832,2.0977407445307463,1.9805731032493992,1.8429077191764067,1.683963717398681,1.5036700424105414,1.3029004359323073,1.0804142836030615,0.834826019070094,,,,,,0.6887607184109967
10740.0,2.4571817287850157,2.452475130906211,2.438615378261815,2.4148587646237485,2.3797885590368666,2.33171897959738,2.269247013630983,2.189698830082024,2.0923283951333675,1.9748119586596047,1.8368433874352388,1.677789649961591,1.4974556569666075,1.296851806989048,1.0745551541767717,0.8291909701229737,,,,,,0.6867449496486266
10800.0,2.4545129735555555,2.4497430423558777,2.4357088544975083,2.4116672663899337,2.3762335697392336,2.3277188377152487,2.26478858402597,2.18475136975245,2.0869166931207213,1.9690590044041507,1.830794991167555,1.671637394273668,1.4912683748961943,1.2908169400453604,1.0687336042887992,0.8235768827088169,,,,,,0.6847122945260111
10860.0,2.4518080678353655,2.446974193829384,2.432764501927233,2.408434698288291,2.3726343205699756,2.3236668241067244,2.2602709889215022,2.1797298005699957,2.0814105210842944,1.9631921892410265,1.8246007383135743,1.6653090743088073,1.4848600290653557,1.2844424131133776,1.0625938235526362,0.8175616570893187,,,,,,0.6827215409364418
10920.0,2.4490668737903105,2.444169585312465,2.429786065397892,2.4051707461525047,2.3690077861609042,2.3195927633101068,2.255737776872114,2.174700022680902,2.07590424768631,1.9573327710429511,1.818421483669363,1.6590012433943169,1.4784775116235664,1.2780991815878078,1.056490375068707,0.8115790521370333,,,,,,0.6806716711972761
10980.0,2.4462895878520547,2.4413294235497816,2.4267737766430852,2.4018756790714924,2.365354271556821,2.3154970014467007,2.251174722086008,2.169662546381224,2.0703986387449356,1.951482067528586,1.8122595405323034,1.6527178164045127,1.4721269925969642,1.2717956066054588,1.0504309725971188,0.805611113071874,,,,,,0.6785970226242498
11040.0,2.443476453062585,2.438453966063698,2.423727933202574,2.398549867099375,2.3616742541214633,2.3113801865291603,2.246577158755745,2.164618642243961,2.0648954442072855,1.9456423411217505,1.8061174649690988,1.646461041186804,1.4658090837538627,1.26552810854572,1.0444017785981563,0.7996596264464728,,,,,,0.6766193291706305
11100.0,2.440627824925677,2.435543592284242,2.420648980855633,2.395193867277493,2.3579684339463594,2.3072431817086927,2.241966347880734,2.159569281786214,2.059395298519699,1.9398133102108008,1.7999931815036632,1.640226098991611,1.459515416285139,1.2592844549241091,1.0383897531377435,0.7937462113672753,,,,,,0.6746305204489714
11160.0,2.437744182216735,2.432598797479299,2.417537453210504,2.3918082568474617,2.3542373927741136,2.30308648330124,2.237342541582844,2.154514247735691,2.0538973179105167,1.9339934061629624,1.79388483430097,1.633997552780452,1.4532476384445487,1.2530709756769212,1.0324108666537557,0.7878598647735718,,,,,,0.6726262864580682
11220.0,2.434825991435231,2.429620048294543,2.4143938096304023,2.3883934715574147,2.3504815061044586,2.2989103776941526,2.232705935308627,2.149453731478069,2.048401915459729,1.9281836748206214,1.7877946375255347,1.6277311023997472,1.4470114196829107,1.246894663270094,1.0264717796916103,0.7819741479507885,,,,,,0.6704973584407531
11280.0,2.4318736608513833,2.426607758435722,2.4112184776508725,2.384949968723311,2.3467012808745444,2.294715474163408,2.2280573198309397,2.1443888247871072,2.04291061018957,1.9223861353956848,1.7817249712191663,1.6214926216270178,1.4408074282102417,1.2407522588720576,1.0205580970784855,0.7760983931919017,,,,,,0.6685632826636807
11340.0,2.4288876492537046,2.4235624045618005,2.4080119827815523,2.3814783567457956,2.342897430098562,2.290502601285137,2.2233975949475795,2.13932033658154,2.0374237627497314,1.9166000550837443,1.7756729887307907,1.6152759884341124,1.4346254493561565,1.2346298884800693,1.0146573627720712,0.7702845339101331,,,,,,0.6665961470517177
11400.0,2.4258685017772703,2.4204845420101906,2.4047748998645746,2.377979220898013,2.3390704943525553,2.2862721479092687,2.2187268320270985,2.134247825780527,2.0319403238799434,1.9108239891215342,1.7696376341917748,1.6090819687028388,1.428469934509824,1.2285364816715865,1.0087854102574831,0.7644923848544684,,,,,,0.6647057994253597
11460.0,2.4228167123236113,2.417374659407624,2.4015076960861217,2.3744529860256174,2.3352208220548043,2.2820243639963222,2.2140451759339004,2.1291713480978123,2.0264602438231294,1.9050576161805899,1.7636177263765156,1.6029074404710528,1.422334413714395,1.222462201418791,1.002933509532256,0.7587457667865148,,,,,,0.6627426499171414
11520.0,2.419732692612457,2.4142331647734303,2.398210762835878,2.3709000072911235,2.3313486893557553,2.277759388011489,2.2093525519838972,2.124090564184238,2.0209830041311485,1.899300667831164,1.7576143353282732,1.5967566827457755,1.416229034728311,1.2164257605548374,0.9971285231534932,0.752983964506254,,,,,,0.6607100955112334
11580.0,2.416616780590597,2.411060392742466,2.394884423904397,2.36732060026101,2.327454419791347,2.2734776259697336,2.2046495959131103,2.119006597041856,2.0155105294171185,1.8935560784388321,1.7516311067818906,1.5906327715230402,1.4101535547159543,1.2104194070581622,0.9913083114989418,0.7472340230817618,,,,,,0.6587834410879605
11640.0,2.4134693515619436,2.4078567350877753,2.391529118031425,2.3637152895939253,2.3235386557888824,2.269179856804967,2.19993716681215,2.1139201709098296,2.010042929584547,1.887822549440751,1.7456641814966936,1.5845282735711037,1.4040969553443785,1.2044304374034598,0.9854240600525466,0.741532896432109,,,,,,0.6568262273650477
11700.0,2.4102908917384913,2.404622684892844,2.388145347751063,2.3600845697913884,2.3196018198872657,2.264866315930993,2.1952151550721117,2.108830691487448,2.004579172080747,1.8820595287749684,1.7397139066026388,1.5784470151563137,1.3980693304382572,1.1984769083218794,0.9795805619856676,0.7358197713141834,,,,,,0.6548165795042793
11760.0,2.407081831944081,2.4013586656830888,2.3847335128458838,2.3564288067026244,2.315644242842012,2.2605373514036406,2.1904840508241294,2.1037390221733028,1.999120778023423,1.876288503398664,1.733783093024168,1.572391002070119,1.392069295615757,1.1925502294379402,0.9737553768229766,0.7301444371221264,,,,,,0.6529445960882982
11820.0,2.403842593772087,2.3980651090812724,2.3812940727368415,2.3527485120356824,2.311666504756917,2.2561936156801314,2.185744519107096,2.098645656418841,1.9936676796723942,1.8705293194883699,1.7278684685862242,1.5663541351111123,1.3860875744828807,1.1866383870099217,0.9679392244585693,0.7245520079047151,,,,,,0.651174518576211
11880.0,2.4005736633223482,2.3947425031751055,2.3778275118157843,2.3490441428373274,2.3076689685507072,2.2518352562477664,2.180996306773604,2.0935497029065107,1.988218119141691,1.8647792682898026,1.7219666878173032,1.5603333482808084,1.38012325105993,1.1807460520481214,0.9621541209156592,0.7189895792884788,,,,,,0.6492733147653296
11940.0,2.3972754322069783,2.3913912212586004,2.3743341436980088,2.3453159032634763,2.3036516649550767,2.2474620818157724,2.1762390092967197,2.0884506984571996,1.98277199653474,1.8590393832038605,1.7160811479168152,1.5543357637488286,1.3741881712579764,1.1748900718807078,0.9564150365329055,0.7133989508571938,,,,,,0.6473560764095719
12000.0,2.39394814726381,2.38801150280728,2.370814189868021,2.3415640081706206,2.2996148432856733,2.243074489568492,2.1714733474957586,2.0833499135884472,1.977331297185217,1.8533122437213916,1.7102142710075707,1.5483619228677845,1.3682783822651086,1.1690588907867687,0.9506930137875598,0.7078399705791385,,,,,,0.6455133917760004
12060.0,2.390592123026388,2.3846036786545417,2.3672680266971056,2.337788913447249,2.295541959990452,2.238673121592417,2.1666999520672228,2.07824771798389,1.9718956529873615,1.8475960624612864,1.7043620559058974,1.5424050039574495,1.3623179030155186,1.163241388513925,0.9449808686304189,0.702365125312155,,,,,,0.6438035355449212
12120.0,2.3872077822288946,2.3811681720788447,2.363696068830037,2.333990995229598,2.2914476086048463,2.2342579961982265,2.1619184098855664,2.073143052258654,1.9664631908769077,1.8418881876079913,1.6985215482549783,1.5364628601299666,1.3563642162208305,1.1574436064293736,0.9393004280282364,0.6969171529281583,,,,,,0.6419643634564655
12180.0,2.3837954436886255,2.377705280770216,2.360098547540001,2.3301703676899566,2.2873344178055137,2.2298288406158404,2.1571282637229197,2.068035439290743,1.9610338186250789,1.836189605211488,1.6926958635995464,1.5305419654518189,1.350438732553769,1.151681514806166,0.9336669168126442,0.6914193168562773,,,,,,0.6400375636880946
12240.0,2.3803552809579394,2.374215170025247,2.3564756082171643,2.3263271679619484,2.283202563852258,2.2253859850577222,2.1523302018518176,2.0629262159113115,1.9556098652283258,1.8305038834267928,1.6868897840645272,1.5246477409588641,1.344546298464435,1.145957360931721,0.9280668549360854,0.6858622658896288,,,,,,0.638108838498226
12300.0,2.376887554603876,2.3706981221402255,2.352827598626345,2.322461872754325,2.2790527315667295,2.2209304153824125,2.1475255950982945,2.057817158369159,1.9501933951294537,1.8248330449651489,1.6811046952851258,1.5187800507674971,1.3386842492851219,1.1402637925852883,0.9224839955393624,0.6802768431209801,,,,,,0.6362454122783275
12360.0,2.373392780993551,2.3671546811110757,2.3491551376229536,2.3185752202270167,2.2748858012415845,2.2164631313082386,2.142715475023179,2.0527091341628205,1.9447847652549544,1.8191764672581017,1.6753384719620477,1.5129348256172406,1.332846451244256,1.1345922165211537,0.9169145549848122,0.674719546396463,,,,,,0.6343676481740401
12420.0,2.3698716461941025,2.3635855416657496,2.345458935797368,2.3146679279532805,2.270702454142394,2.211984682451409,2.1379001281165286,2.047602009999988,1.9393832886724522,1.8135328965325879,1.6695895040837576,1.5071104945366256,1.3270315523655967,1.1289408586547331,0.9113583909715852,0.669202430151017,,,,,,0.632569427661928
12480.0,2.3663248100542416,2.359991354013262,2.3417396093452263,2.3107405452772753,2.266503122481412,2.207495309090356,2.133079515083201,2.042473692774085,1.9339879575313885,1.8079004936129535,1.6638547913028452,1.5013025237229958,1.3212333828485177,1.1233035924272972,0.9058191497095383,0.6637351738508614,,,,,,0.630768279039325
12540.0,2.3627528029636053,2.356372629485406,2.337997608634105,2.306793410110591,2.2622879633283417,2.2029949018429393,2.12825319627512,2.037324448475986,1.928597899888872,1.8022788363656435,1.6581354335914933,1.4955150574613008,1.3154604438513353,1.1176940882790718,0.9003125653578812,0.658258979990072,,,,,,0.6289495837063381
12600.0,2.359155980315708,2.3527297063391592,2.334233223851669,2.3028267477764084,2.2580571430957437,2.1984836167001562,2.1234214251348074,2.032175668032098,1.9232139130982693,1.7966688339359551,1.6524317284641281,1.4897461321569971,1.3097062693837447,1.1120998889398126,0.8948179137322215,0.6528993372992399,,,,,,0.6272784520902371
12660.0,2.355535376152935,2.349066396635179,2.3304568420634113,2.2988645544376225,2.253855059175827,2.1940279424728018,2.118685211918883,2.0271713910719478,1.9180209494556115,1.791313826680702,1.6470163116223706,1.4843653753916302,1.3044224928041652,1.107048791020883,0.8899811455269546,0.6483112785239926,,,,,,0.6255526712089933
12720.0,2.351892020409098,2.3453809865535846,2.326660239626292,2.2948850979514788,2.2496396361384075,2.1895636309281685,2.1139455176540993,2.022169003960159,1.912834777787369,1.785970402298013,1.6415914618546301,1.4790036825721176,1.2991611561526553,1.1020240493349667,0.8851815316153371,0.6436425782054298,,,,,,0.6237061349095109
12780.0,2.348226126680393,2.341673675554641,2.3228435767512843,2.2908884862537695,2.2454109369121857,2.1850907477274304,2.1092025280400954,2.017169007846752,1.90765650973305,1.780640590798261,1.6361856655071207,1.4736651025763072,1.2939263240219798,1.09699436885236,0.8804020948421136,0.6390369871507738,,,,,,0.6219603332574628
12840.0,2.344537915517014,2.337944689671173,2.319007097666592,2.2868750091871526,2.2411693358990457,2.180609794991795,2.104456890519957,2.0121721140356015,1.9024866197679198,1.7753239639283178,1.6307964983589627,1.4683437759716795,1.2887076387480394,1.091944316072026,0.8756294839612244,0.6345023800503228,,,,,,0.6202657393692469
12900.0,2.3408277281077083,2.3341943732579233,2.315151148764947,2.282844998553904,2.236915098362102,2.176120860934749,2.0997083458137102,2.0071775077578144,1.8973235853535395,1.7700183817324873,1.6254217875991746,1.463038921585274,1.2835077510715258,1.0869153650684191,0.8708846563266628,0.6300157568233813,,,,,,0.6186072056155338
12960.0,2.33709586873397,2.3304230122443816,2.3112759599318045,2.2787985880527466,2.2326482228430455,2.1716237872223307,2.0949566132091313,2.002184902340658,1.8921673513867616,1.7647243334888625,1.6200628970937896,1.4577530757977386,1.2783305148757789,1.0819134386643043,0.8661762769023954,0.6254035562974006,,,,,,0.6167833842992191
13020.0,2.333342542333646,2.326630801753137,2.3073817004240915,2.2747359193062384,2.2283688426730612,2.167118755675962,2.090202043178526,1.9971950135946646,1.8870193183573931,1.7594443487782185,1.614724039211534,1.4524926999525107,1.273184776639672,1.0769490241133406,0.8614998414413503,0.620774801443649,,,,,,0.6149496617854386
13080.0,2.3295680041865885,2.322818009113205,2.3034686764720407,2.2706573866151496,2.2240775155489,2.162606596909926,2.0854458744555275,1.9922095905396129,1.8818817142861892,1.754180766269018,1.609406747296358,1.4472567626388273,1.2680642455653748,1.0720061533517167,0.8568219899322763,0.6163041769520763,,,,,,0.6132754546054937
13140.0,2.3257727419820213,2.318985145903667,2.299537463941266,2.266563664372776,2.2197750174048165,2.1580881214075665,2.0806887580390536,1.9872287335489585,1.8767534288432786,1.7489303500593507,1.6041047209187194,1.442035399673978,1.2629562063085213,1.0670714522569014,0.8521528286150458,0.6118203672700631,,,,,,0.6115683664910168
13200.0,2.321957365911442,2.3151328111229335,2.2955886172551754,2.262455197285084,2.215461568796225,2.153563153858798,2.0759299369492674,1.9822510038155337,1.871632528882099,1.743691431470698,1.5988181228900809,1.4368330906989313,1.257872054929605,1.0621653146011514,0.8475207249622232,,,,,,,0.6097679329558577
13260.0,2.3181222825594676,2.311261381657206,2.2916224305129247,2.2583321587694862,2.211137220219143,2.149031691651676,2.0711695472542346,1.9772769890028323,1.866520450378976,1.738466564587095,1.5935504459590555,1.4316531997443076,1.252812697206074,1.0572836838840394,0.8429034424449193,,,,,,,0.608074933291604
13320.0,2.314267807410961,2.307371174770607,2.2876392297871746,2.2541949075076184,2.206802399419365,2.1444942690023985,2.0664082368602426,1.9723073655556325,1.8614176582868733,1.7332555479309293,1.5883002100943608,1.4264923032108652,1.247772340812338,1.0524183118538932,0.8382973496543858,,,,,,,0.6063811006996123
13380.0,2.3103943537746843,2.3034626066092483,2.2836394340957002,2.2500438554782183,2.202457476777648,2.1399511404373683,2.061646023407038,1.967341747693321,1.8563231792333819,1.7280566638727775,1.5830649138154151,1.4213472552181197,1.2427475074534602,1.047565985663147,0.833704973076023,,,,,,,0.6047860900956054
13440.0,2.3065023201480033,2.2995360600023957,2.2796233763632814,2.245879241470261,2.1981025367091696,2.1354021570676984,2.0568824382860025,1.962379267753903,1.8512357095065526,1.7228682159311965,1.5778426807766672,1.4162165369954909,1.2377382242444857,1.0427313420698756,0.8291440697817911,,,,,,,0.6030883577816236
13500.0,2.302591959326317,2.295591763686647,2.2755912153623323,2.241701110586004,2.1937374762689323,2.130847061828326,2.0521171408040026,1.9574197027936733,1.8461555676673194,1.717691781584707,1.5726372730548601,1.411106960754915,1.2327544518372915,1.0379261133243156,0.8246112820924136,,,,,,,0.6014488416934451
13560.0,2.2986634140702833,2.291629855096864,2.2715430792507223,2.2375096025579033,2.189362500983196,2.126286219626471,2.0473507725727167,1.952464026468715,1.8410839186102954,1.7125281340271634,1.5674479291021697,1.4060146543618517,1.227788104270497,1.0331388673839292,0.8200130568286441,,,,,,,0.5997264202759415
13620.0,2.294716930408922,2.2876505888445653,2.2674792435860267,2.233305021031295,2.184977930908019,2.121719927575965,2.0425835536947643,1.9475123686551186,1.8360209696659293,1.707378153057495,1.5622774051298856,1.4009360013244079,1.2228510970210895,1.028385957688286,0.8154262216652228,,,,,,,0.5979775068127756
13680.0,2.29075283882171,2.2836542999903915,2.2634000589206758,2.22908775964342,2.180584254242891,2.1171488555291598,2.0378164588515912,1.9425660930632194,1.8309683756794146,1.7022431806507616,1.5571253306704436,1.3958379452698042,1.2179319511608802,1.0236456695706195,0.8108351771314133,,,,,,,0.5963516494051112
13740.0,2.286771619995947,2.279641481732883,2.2593060484697123,2.2248583760701632,2.1761820291155405,2.112573457640339,2.0330496278746044,1.9376247111466927,1.8259246732932581,1.6971205903439968,1.5519882838613859,1.3907568375406678,1.2130309759219455,1.0189246381901913,0.8062699415416184,,,,,,,0.5946238453108283
13800.0,2.282773777502777,2.2756126207602048,2.255197645296647,2.2206172038091467,2.1717714382939213,2.107993730719933,2.028282911050731,1.9326881099020599,1.8208778507608891,1.6920118712590901,1.5468697837310714,1.3856989987258734,1.208157197942475,1.0142334678713916,0.8017284068270785,,,,,,,0.5928794256822977
13860.0,2.278759707803949,2.2715681069196743,2.251075225663097,2.2163646218066964,2.1673529132227154,2.1034102524817415,2.02351717319513,1.9277575683024313,1.8158180183771855,1.6869188944077413,1.5417710904592996,1.3806636744622407,1.2033057456094998,1.0095607316534911,0.7971893220778477,,,,,,,0.5911889658481868
13920.0,2.274729902283526,2.2675084441960958,2.246939327387319,2.212101221703178,2.162927100643534,2.098823683378624,2.0187529657775203,1.9228332842332883,1.8107688829533515,1.6818398301774824,1.536688509147173,1.375644802982902,1.198467920303463,1.0048947931643315,0.792651771348975,,,,,,,0.589640879899655
13980.0,2.270684934079516,2.2634341962163,2.242790478175063,2.207827446063839,2.1584942691124893,2.094233974151426,2.013989711410555,1.9179138941753135,1.80572802296159,1.6767710057247962,1.5316171413049142,1.3706367368798569,1.1936386380842372,1.0002349360627372,0.7881404235592071,,,,,,,0.588072384056363
14040.0,2.266625189771056,2.25934571049791,2.238628908941317,2.2035433187204174,2.1540541367301858,2.0896404464491853,2.0092263026805806,1.9129979701135442,1.8006940462436025,1.6717118318133857,1.526558339975562,1.3656440811598576,1.188826742115333,0.9955957341438948,0.7836620277497,,,,,,,0.5865250742438726
