time_s,C_r0.0_cm_kg_kg,C_r0.1_cm_kg_kg,C_r0.2_cm_kg_kg,C_r0.3_cm_kg_kg,C_r0.4_cm_kg_kg,C_r0.5_cm_kg_kg,C_r0.6_cm_kg_kg,C_r0.7_cm_kg_kg,C_r0.8_cm_kg_kg,C_r0.9_cm_kg_kg,C_r1.0_cm_kg_kg,C_r1.1_cm_kg_kg,C_r1.2_cm_kg_kg,C_r1.3_cm_kg_kg,C_r1.4_cm_kg_kg,C_r1.5_cm_kg_kg,C_r1.6_cm_kg_kg,C_r1.7_cm_kg_kg,C_r1.8_cm_kg_kg,C_r1.9_cm_kg_kg,C_r2.0_cm_kg_kg
1920.0,2.549848525733731,2.5498133584613902,2.5497044575108396,2.549468279767815,2.549003641925516,2.5481280403018123,2.5465320061762498,2.543716416356796,2.538914889297656,2.531009297555845,2.5184542090756725,2.4992338376255896,2.4708797343005187,2.4305754749485127,2.3753635314122907,2.3024496039398272,2.209575022454846,2.0954059624374244,1.9598766971933181,1.8044195102336213,1.632160860152959
1980.0,2.5497920841202326,2.549747047976167,2.549609028614033,2.549314786824371,2.5487476256913237,2.5477013713681176,2.545833956416359,2.5426055047297167,2.537204288267681,2.5284696390492036,2.514827917590294,2.494264025566122,2.4643538699473027,2.4223797343770257,2.3655390411909565,2.291238424570036,2.197443443352032,2.0830354627261256,1.948113978775378,1.7941698442856708,1.62424450620207
2040.0,2.5497193219671925,2.54966250731668,2.549490047365965,2.5491281773796777,2.548443856041291,2.547206533841663,2.5450414703174618,2.541369220501351,2.5353357532609424,2.525743084169674,2.5109965080834087,2.489089593781369,2.4576495242610137,2.414060806537591,2.3556738598794618,2.280087839334163,2.185477827068798,2.070919323512384,1.9366504266543751,1.7842101688681549,1.6166010443455003
2100.0,2.5496268759376717,2.549556188697971,2.5493434994140802,2.5489037499645866,2.54808688214333,2.546637515052392,2.5441484934496437,2.5400023489178443,2.5333060711779245,2.522829631842881,2.5069640722864817,2.4837188364451057,2.4507781916089755,2.405631229932327,2.3457786099340083,2.2690033241768837,2.1736754249538928,2.059045495921576,1.925473048583332,1.774538753531508,1.609170685016553
2160.0,2.549510995365373,2.5494241687039088,2.549165030846928,2.5486365373591013,2.5476711117573316,2.5459883388925055,2.543149221194353,2.538500126162823,2.5311125972337183,2.5197298130402355,2.5027350264072563,2.4781600920317857,2.4437513135314175,2.397103940173886,2.335865604798438,2.257994302461921,2.1620410056104973,2.047414317145509,1.9145782161895804,1.765135578252936,1.6019394811298704
2220.0,2.5493675466690235,2.54926215621085,2.548949964548943,2.548321334092079,2.54719084898798,2.5452531104069553,2.5420381494035644,2.5368583084038923,2.528753380746999,2.516444941938023,2.498314558557901,2.47242236632903,2.4365807813830855,2.388491846887831,2.3259460694300524,2.2470670947831577,2.150572897609671,2.0360135836797997,1.9039418632442744,1.7559816260184005,1.5949745959017307
2280.0,2.549192026489094,2.5490655091796732,2.548693325918151,2.547952734369221,2.5466403437816583,2.5444260707303497,2.5408101207700384,2.5350731822393655,2.526227086594618,2.5129768470638116,2.4937079904321164,2.466514051329085,2.4292766940957184,2.3798044661631965,2.316026022659134,2.2362213454772912,2.139262562961777,2.0248277665915246,1.8935511369237954,1.747083770314135,1.5882044169822145
2340.0,2.548979581255992,2.5488292567765907,2.54838987040181,2.5475251640129337,2.5460138202270004,2.543501604238539,2.5394602833036988,2.53314144142127,2.523532766827864,2.509327559295048,2.4889205138939445,2.460443057221796,2.4218485774133427,2.3710513543328715,2.306113377636048,2.22546212097106,2.1281122437102082,2.0138582569811447,1.883405879601112,1.7384173470454845,1.5816358714342689
2400.0,2.5487250272129245,2.5485481209315024,2.5480341081154494,2.5470329072627176,2.5453055020712467,2.5424742598370087,2.5379841127154616,2.5310602361344214,2.5206699945333124,2.5054996155939646,2.4839577301911637,2.454217507554842,2.4143057821644813,2.3622410792905018,2.296213452783478,2.2147891534123514,2.117114705430673,2.00309058504886,1.8734866834687964,1.7299808336633644,1.57525749246621
2460.0,2.5484228775247333,2.5482165451419183,2.547620336339566,2.5464701428639556,2.544509648793623,2.5413387785933406,2.5363774157887544,2.528827123449306,2.5176387119170505,2.501495732103429,2.478825079570683,2.44784496203712,2.4066568666248633,2.3533818126248702,2.2863328472227056,2.20420700843945,2.106272987478291,1.992527651714685,1.8637965653230473,1.7217606799381562,1.5690706832548187
2520.0,2.548067372318486,2.5478287251418377,2.547142670974218,2.5458309743531613,2.5436205806644065,2.5400901102151106,2.5346363426522016,2.526440099530865,2.5144393409705588,2.497319093007431,2.473528423728492,2.4413333233582923,2.3989105484109814,2.3444813636963744,2.2764764813833325,2.1937158523063593,2.095581190893528,1.9821569736569893,1.8543185397641717,1.713753780408739,1.563051850301864
2580.0,2.5476525148474427,2.5473786459536853,2.5465950853784953,2.5451094701270573,2.5426327171452794,2.5387234433681156,2.532757395933766,2.523897560702736,2.511072644551308,2.4929730276084334,2.4680734431592137,2.434689938642488,2.3910747867188262,2.335547170010135,2.2666505087924445,2.183320633873301,2.0850442797085345,1.9719860062707704,1.8450635212918187,1.7059501369024153,1.557112556671701
2640.0,2.547172109848894,2.546860120007631,2.545971447202696,2.544299696464347,2.5415406028285368,2.5372342242394033,2.530737453498504,2.5211983701119465,2.507539929485831,2.488461522225224,2.462466719422611,2.427923551155537,2.383159762104313,2.326589959615956,2.25686527095324,2.1730303355828795,2.074668515347767,1.9620147194412976,1.8360149587273291,1.69831399702962,1.5513358898425522
2700.0,2.5466198126427813,2.5462668377548097,2.5452655733384995,2.5433957809603376,2.54033898601884,2.5356182603317636,2.528573908167646,2.518342031960816,2.5038432094898337,2.4837892199229232,2.456715220261554,2.421042613091025,2.3751739901294013,2.3176163572394373,2.2471231705295343,2.162840639334587,2.064440260801189,1.9522181990849665,1.827144291180628,1.690853254634408,1.545720980515254
2760.0,2.5459891927281584,2.5455924309946134,2.54447129113741,2.5423919652077833,2.5390228471875256,2.5338716926592078,2.5262645260297742,2.5153283450438644,2.499984534680576,2.478960317737916,2.4508247735590936,2.414053668737408,2.367123581729373,2.3086309740412068,2.237426728372269,2.152752184616021,2.054359780506816,1.9426009965588191,1.818467086859822,1.68356943898445,1.5401701450329064
2820.0,2.545273771108984,2.544830506050992,2.543582459647596,2.541282604108993,2.5375873665697313,2.531990929725113,2.5238073701025323,2.5121573949355476,2.495966228861012,2.4739793644001793,2.4448018858164224,2.406964711529108,2.3590174605627396,2.2996431540495834,2.227785324805974,2.142774196785687,2.0444362733552404,1.9331713797499004,1.809981562696509,1.6764335869213665,1.534682426722706
2880.0,2.544467061551649,2.543974685577156,2.542593014300709,2.540062220506893,2.5360280047776484,2.5299727835086943,2.5212010352275085,2.5088299352120247,2.491791436025885,2.468851896980379,2.438654197629928,2.399784870751404,2.3508652953067406,2.2906618264400773,2.218205574976781,2.1329091519590184,2.03466566209842,1.9239145442279224,1.801659168466028,1.6694269369272774,1.5293357172308015
2940.0,2.543562651241975,2.543018690551034,2.5414970521064886,2.5387255938705175,2.534340590096427,2.5278145378794856,2.518444654225107,2.505347242712838,2.4874636694750762,2.463583450504046,2.432388663102958,2.3925214978276745,2.3426734392000306,2.2816907270423177,2.208687011251357,2.123151103752112,2.0250359181366973,1.9148145101092955,1.7934920613658596,1.6625686639073893,1.5240722366780268
