time_s,C_r0.0_cm_kg_kg,C_r0.1_cm_kg_kg,C_r0.2_cm_kg_kg,C_r0.3_cm_kg_kg,C_r0.4_cm_kg_kg,C_r0.5_cm_kg_kg,C_r0.6_cm_kg_kg,C_r0.7_cm_kg_kg,C_r0.8_cm_kg_kg,C_r0.9_cm_kg_kg,C_r1.0_cm_kg_kg,C_r1.1_cm_kg_kg,C_r1.2_cm_kg_kg,C_r1.3_cm_kg_kg,C_r1.4_cm_kg_kg,C_r1.5_cm_kg_kg,C_r1.6_cm_kg_kg,C_r1.7_cm_kg_kg,C_r1.8_cm_kg_kg,C_r1.9_cm_kg_kg,C_r2.0_cm_kg_kg
42.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999763,2.549999999993307,2.5499999986915567,2.5499998212444983,2.549984149274511,2.549180639674453,2.528978742672419,2.33576256819058
43.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999967,2.549999999991396,2.549999998392938,2.5499997901170066,2.5499821907937728,2.5491173453779643,2.5281938635389745,2.333706146270321
44.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999554,2.54999999998901,2.549999998036693,2.549999754615863,2.5499800535360677,2.5490511319918845,2.527402691835336,2.33167022093792
45.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999941,2.549999999986048,2.549999997613692,2.549999714272838,2.549977727117148,2.5489819667733045,2.52660551446979,2.3296542965240885
46.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999922,2.5499999999823917,2.549999997113666,2.5499996685857216,2.5499752009431766,2.548909819352859,2.5258026074915163,2.327657894884861
47.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999998972,2.5499999999779015,2.549999996525116,2.549999617017183,2.5499724642227513,2.5488346616796207,2.5249942365174807,2.3256805546382537
48.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999866,2.5499999999724157,2.5499999958351984,2.5499995589936635,2.5499695059790395,2.5487564679643038,2.52418065714184,2.3237218304387546
49.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999998266,2.549999999965745,2.54999999502962,2.5499994939043145,2.5499663150619964,2.5486752146211176,2.523362115328602,2.321781292287597
50.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999777,2.5499999999576706,2.5499999940925195,2.5499994210999666,2.5499628801606242,2.548590880208574,2.522538847788229,2.3198585248768993
51.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999997143,2.5499999999479415,2.549999993006349,2.549999339892156,2.549959189815233,2.5485034453695197,2.5217110823388644,2.3179531269658504
52.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999996366,2.549999999936267,2.5499999917517444,2.549999249552183,2.549955232429678,2.5484128927706515,2.5208790382528186,2.316064710787236
53.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999999,2.54999999999954,2.5499999999223157,2.5499999903074,2.5499991493102323,2.5499509962835356,2.548319207041733,2.520042926588941,2.3141929014826723
54.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999998,2.5499999999994207,2.5499999999057095,2.5499999886499314,2.549999038354529,2.549946469544194,2.5482223747147152,2.5192029505114597,2.312337336565056
55.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999997,2.549999999999274,2.5499999998860177,2.549999986753736,2.5499989158305536,2.5499416402788264,2.5481223841629537,2.5183593055958595,2.3104976654067624
56.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999963,2.5499999999990948,2.549999999862752,2.5499999845908494,2.549998780840311,2.549936496466233,2.548019225540667,2.517512180122337,2.3086735487522483
57.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999954,2.5499999999988763,2.5499999998353595,2.5499999821307986,2.5499986324416475,2.5499310260085184,2.547912890722801,2.5166617553573616,2.306864658253789
58.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999936,2.5499999999986107,2.5499999998032177,2.54999997934045,2.5499984696476234,2.5499252167425874,2.547803373245416,2.5158082058238262,2.3050706760291204
59.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999992,2.5499999999982896,2.549999999765626,2.5499999761838525,2.5499982914259434,2.5499190564514516,2.5476906682467146,2.51495169956028,2.3032912942398696
60.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999989,2.549999999997903,2.5499999997217997,2.5499999726220794,2.549998096698439,2.5499125328753105,2.547574772408816,2.5140923983696837,2.3015262146896687
61.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999865,2.5499999999974383,2.5499999996708596,2.5499999686130668,2.549997884340611,2.5499056337224095,2.5474556839003593,2.5132304580631595,2.2997752295198897
62.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999983,2.5499999999968823,2.549999999611825,2.5499999641114433,2.5499976531812236,2.549898346679656,2.5473334023200165,2.5123660287037577,2.2980379806201787
63.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999785,2.5499999999962197,2.5499999995436053,2.5499999590683666,2.54999740200196,2.549890659422976,2.54720792864099,2.5114992548106176,2.2963141964315916
64.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999972,2.549999999995432,2.5499999994649887,2.549999953431346,2.549997129537129,2.5498825596274135,2.5470792651565444,2.5106302755649663,2.2946036136094143
65.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999643,2.549999999994499,2.549999999374631,2.5499999471440735,2.549996834473429,2.549874034976951,2.546947415426615,2.5097592250127816,2.2929059767054936
66.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999554,2.549999999993396,2.5499999992710487,2.5499999401462423,2.5499965154497737,2.549865073174055,2.546812384225544,2.508886232259343,2.2912210378649447
67.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999448,2.549999999992098,2.5499999991526026,2.549999932373369,2.5499961710571624,2.5498556619489285,2.5466741774909627,2.5080114216560174,2.2895485565365243
68.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999314,2.549999999990574,2.5499999990174893,2.549999923756615,2.5499957998386145,2.5498457890684803,2.5465328022738656,2.507134912979587,2.2878882991959713
69.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999163,2.5499999999887892,2.5499999988637256,2.5499999142226004,2.549995400289151,2.549835442344992,2.5463882666898776,2.506256821604448,2.286240039081672
70.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999998972,2.549999999986705,2.5499999986891386,2.549999903693224,2.549994970855837,2.549824609644488,2.546240579871747,2.5053772586679632,2.28460355594204
71.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999998746,2.549999999984278,2.5499999984913466,2.5499998920854745,2.549994509937865,2.549813278894808,2.546089751923063,2.5044963312292525,2.282978635794022
72.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999848,2.549999999981459,2.549999998267749,2.5499998793112466,2.5499940158867016,2.5498014380933762,2.5459357938732112,2.503614142421701,2.2813650706921895
73.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999816,2.5499999999781924,2.549999998015508,2.5499998652771545,2.549993487006277,2.549789075314666,2.5457787176335653,2.50273079159944,2.2797626585078894
74.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999997778,2.549999999974416,2.5499999977315335,2.549999849884345,2.549992921553225,2.5497761787173685,2.5456185359549153,2.5018463744780477,2.278171202717966
75.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999997334,2.54999999997006,2.5499999974124656,2.5499998330283082,2.5499923177371713,2.549762736551254,2.545455262386128,2.500960983269712,2.2765905122025814
76.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999999,2.54999999999968,2.54999999996505,2.549999997054658,2.549999814598695,2.549991673721071,2.549748737163744,2.5452889112340316,2.5000747068130833,2.275020401051705
77.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999998,2.549999999999618,2.5499999999592973,2.549999996654158,2.5499997944791266,2.5499909876215843,2.5497341690061743,2.545119497524515,2.499187630698036,2.2734606883798447
78.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999997,2.549999999999544,2.549999999952708,2.5499999962066884,2.54999977254701,2.5499902575095055,2.5497190206397784,2.544947036964831,2.4982998373855425,2.271911198148624
79.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999963,2.549999999999459,2.5499999999451743,2.549999995707629,2.5499997486733545,2.5499894814102264,2.54970328074137,2.5447715459070817,2.4974114063228723,2.2703717589968324
80.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999954,2.549999999999358,2.549999999936581,2.549999995151993,2.549999722722586,2.5499886573042456,2.5496869381087452,2.544593041312884,2.496522414054296,2.268842204077594
81.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999945,2.5499999999992413,2.549999999926798,2.5499999945344087,2.549999694552364,2.549987783127715,2.5496699816658,2.544411540719185,2.495632934327485,2.2673223709023174
82.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999936,2.5499999999991045,2.549999999915682,2.549999993849096,2.549999664013405,2.5499868567730273,2.5496524004673686,2.5442270622052137,2.4947430381957805,2.2658121011911008
83.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999992,2.5499999999989464,2.549999999903075,2.5499999930898447,2.549999630949297,2.549985876089435,2.5496341837037955,2.544039624360549,2.4938527941165054,2.2643112407292962
84.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.54999999999999,2.5499999999987626,2.5499999998888048,2.5499999922499885,2.5499995951963284,2.5499848388837103,2.5496153207052323,2.5438492462542843,2.492962268045468,2.2628196392299453
85.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999883,2.5499999999985508,2.5499999998726803,2.5499999913223856,2.5499995565833107,2.5499837429208334,2.549595800945675,2.54365594740526,2.49207152352783,2.261337150201804
86.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999986,2.549999999998306,2.5499999998544935,2.549999990299389,2.5499995149314065,2.5499825859247167,2.5495756140467485,2.5434597477533534,2.491180621785473,2.2598636308227134
87.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999834,2.5499999999980245,2.5499999998340157,2.5499999891728238,2.5499994700539617,2.549981365578958,2.5495547497812314,2.543260667631793,2.490289621801009,2.2583989418180543
88.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999803,2.549999999997701,2.5499999998109972,2.5499999879339597,2.549999421756336,2.549980079527619,2.5495331980763467,2.543058727740476,2.4893985803985768,2.256942947344062
89.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999976,2.5499999999973295,2.5499999997851654,2.549999986573485,2.5499993698357426,2.549978725376037,2.5495109490168053,2.542853949120267,2.488507552321545,2.255495514875777
90.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999705,2.5499999999969045,2.5499999997562233,2.5499999850814774,2.549999314081086,2.5499773006916593,2.549487992847618,2.5426463531282555,2.4876165903072534,2.2540565150994207
91.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999647,2.5499999999964187,2.5499999997238474,2.5499999834473788,2.5499992542728087,2.5499758030049007,2.5494643199766873,2.542435961413944,2.4867257451589113,2.252625821809
92.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999958,2.5499999999958645,2.549999999687685,2.549999981659961,2.5499991901827332,2.5499742298100263,2.5494399209771705,2.542222795896343,2.485835065814763,2.2512033118069428
93.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.54999999999995,2.549999999995234,2.5499999996473566,2.549999979707302,2.5499991215739186,2.5499725785660505,2.549414786589635,2.5420068787419523,2.4849445994146353,2.249788864808588
94.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999941,2.549999999994516,2.5499999996024463,2.5499999775767517,2.5499990482005113,2.549970846697665,2.549388907724004,2.541788232343604,2.484054391363967,2.2483823633503652
95.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999305,2.5499999999937017,2.549999999552506,2.549999975254902,2.5499989698076053,2.549969031596171,2.5493622754612995,2.541566879300136,2.483164485395429,2.2469836927014897
96.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999919,2.549999999992779,2.54999999949705,2.5499999727275555,2.5499988861311076,2.5499671306204434,2.5493348810551986,2.541342842396881,2.482274923628222,2.2455927407790206
97.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999052,2.5499999999917353,2.5499999994355544,2.549999969979694,2.5499987968976026,2.549965141097897,2.5493067159333913,2.541116144586948,2.4813857466251505,2.244209398066141
98.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999889,2.5499999999905563,2.5499999993674534,2.5499999669954447,2.5499987018242276,2.549963060325476,2.549277771698762,2.54088680897326,2.480496993447559,2.2428335575335145
99.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999998706,2.549999999989226,2.5499999992921363,2.549999963758048,2.5499986006185473,2.54996088557065,2.5492480401303963,2.540654858791344,2.4796087017082162,2.241465114563581
100.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999998497,2.5499999999877287,2.5499999992089464,2.5499999602498225,2.549998492978438,2.549958614072424,2.5492175131844172,2.5404203173928326,2.4787209076222303,2.2401039668776743
101.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999998253,2.5499999999860448,2.549999999117178,2.549999956452131,2.549998378591973,2.549956243042359,2.5491861829946583,2.540183208229668,2.477833646056069,2.238750014465828
102.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999997973,2.549999999984154,2.5499999990160704,2.5499999523453463,2.549998257137313,2.549953769665595,2.549154041873179,2.53994355483898,2.4769469505747637,2.2374031595191717
103.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999997653,2.5499999999820337,2.5499999989048088,2.5499999479088165,2.5499981282826054,2.5499511911018917,2.5491210823106325,2.539701380828616,2.4760608534873647,2.2360633063647812
104.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999999,2.5499999999997294,2.5499999999796605,2.549999998782519,2.5499999431208273,2.549997991685885,2.5499485044866637,2.5490872969764853,2.5394567098633067,2.475175385890723,2.2347303614029146
105.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999998,2.549999999999688,2.5499999999770067,2.549999998648265,2.5499999379585674,2.549997846994981,2.549945706932032,2.5490526787190997,2.5392095656514404,2.4742905777116544,2.233404233046495
