time_s,time_h,variable,r=0cm,r=0.5cm,r=1cm,r=1.5cm,r=2cm
21600.0,6.0,C_kg_kg,1.0169788839419178,0.9881395690332286,0.9015281331136377,0.755006940044921,0.5327828693715173
43200.0,12.0,C_kg_kg,0.456154183687906,0.44316508337746363,0.4030765471015502,0.3297352473830349,0.16418328255489328
64800.0,18.0,C_kg_kg,0.29884754533553975,0.2915550381016352,0.2687173731631219,0.2253153300644704,0.0844433031120595
86400.0,24.0,C_kg_kg,0.23781475703892005,0.2327555234860032,0.2167509537273748,0.18560347315294567,0.06643510318528462
108000.0,30.0,C_kg_kg,0.20585296629391994,0.20187632777037734,0.1892113343800972,0.16417442625670425,0.05981407692632451
129600.0,36.0,C_kg_kg,0.1859178978718507,0.1825725516494489,0.1718676469879828,0.15047194172594228,0.05663006767060006
151200.0,42.0,C_kg_kg,0.17211361183438972,0.16918268446608056,0.1597708007296713,0.1408043953773359,0.05483934145397064
172800.0,48.0,C_kg_kg,0.16187950166889464,0.15924284829961105,0.15075261608634458,0.13353307423734354,0.05372343545181904
194400.0,54.0,C_kg_kg,0.15392159374391723,0.15150573823134664,0.14370915250777408,0.12781369525133607,0.05297595495548672
207095.75999999998,57.526599999999995,C_kg_kg,0.1499999142113726,0.14769019913495948,0.1402277563893061,0.12497325227987721,0.052645066098690504
