time_s,R_m,T_K_max_abs,T_K_r_m,T_K_z_m,T_K_volume_RMSE,T_K_midplane_max_abs,T_K_endface_max_abs,T_K_middle_zone_max_abs,T_K_end_zone_max_abs,C_kg_kg_max_abs,C_kg_kg_r_m,C_kg_kg_z_m,C_kg_kg_volume_RMSE,C_kg_kg_midplane_max_abs,C_kg_kg_endface_max_abs,C_kg_kg_middle_zone_max_abs,C_kg_kg_end_zone_max_abs
46.0,0.02,0.052743205445040076,0.003610086096196138,0.125,0.004461439633005797,0.00016327378767755363,0.052743205445040076,0.00016327378767755363,0.052743205445040076,0.23948622864898272,0.01857624990015739,0.125,0.007555873630077257,0.007582865526427618,0.23948622864898272,0.007582865526427618,0.23948622864898272
47.0,0.02,0.05438976505035953,0.003610086096196138,0.125,0.004625215538267294,0.00016455180684715742,0.05438976505035953,0.00016455180684715742,0.05438976505035953,0.2411405519971339,0.01857624990015739,0.125,0.00769445240268252,0.007471407528179874,0.2411405519971339,0.007471407528179874,0.2411405519971339
48.0,0.02,0.05605108777353962,0.003058292482476693,0.125,0.004791234821728782,0.00016581004808813304,0.05605108777353962,0.00016581004808813304,0.05605108777353962,0.24278143829493937,0.01857624990015739,0.125,0.007832312500286919,0.007363777372691782,0.24278143829493937,0.007363777372691782,0.24278143829493937
49.0,0.02,0.05772697162615259,0.003058292482476693,0.125,0.004959474782562945,0.00016704920892607333,0.05772697162615259,0.00016704920892607333,0.05772697162615259,0.24440907482886232,0.01857624990015739,0.125,0.007969463823627135,0.007259762472398901,0.24440907482886232,0.007259762472398901,0.24440907482886232
50.0,0.02,0.05941722190789278,0.002505159946610381,0.125,0.005129913253073832,0.00016826994868779366,0.05941722190789278,0.00016826994874463708,0.05941722190789278,0.246023648937856,0.01857624990015739,0.125,0.00810591616927312,0.007159166212638457,0.246023648937856,0.007159166212638457,0.246023648937856
51.0,0.02,0.061121648727919364,0.0019506796826743904,0.125,0.005302528575525144,0.00016947289128665943,0.061121648727919364,0.00016947289128665943,0.061121648727919364,0.2476253475474972,0.01857624990015739,0.125,0.008241679220096545,0.007061806473787513,0.2476253475474972,0.007061806473787513,0.2476253475474972
52.0,0.02,0.06284006896470373,0.0019506796826743904,0.125,0.005477299580367034,0.00017065862618892425,0.06284006896470373,0.00017065862618892425,0.06284006896470373,0.2492143567608318,0.01857624990015739,0.125,0.008376762537394607,0.006967514312778089,0.2492143567608318,0.006967514312778089,0.2492143567608318
53.0,0.02,0.06457230444686957,0.0013948483429327152,0.125,0.005654205565858925,0.00017182771239276917,0.06457230444686957,0.0001718277124496126,0.06457230444686957,0.25079086150105745,0.01857624990015739,0.125,0.00851117555445587,0.006876132784618516,0.25079086150105745,0.006876132784618516,0.25079086150105745
54.0,0.02,0.06631818227640451,0.0008377076023981845,0.125,0.0058332262789001265,0.00017298068047466586,0.06631818227640451,0.00017298068053150928,0.06631818227640451,0.2523550452013761,0.01857624990015739,0.125,0.008644927571380372,0.0067875158870909225,0.2523550452013761,0.0067875158870909225,0.2523550452013761
55.0,0.02,0.06807753456268983,0.00027941000925095087,0.125,0.0060143418969885645,0.00017411803361255807,0.06807753456268983,0.00017411803361255807,0.06807753456268983,0.2539070895376039,0.01857624990015739,0.125,0.008778027750990063,0.006701527614146663,0.2539070895376039,0.006701527614146663,0.2539070895376039
56.0,0.02,0.0698501977660726,0.00027941000925095087,0.125,0.006197533011276717,0.00017524025037118918,0.0698501977660726,0.00017524025037118918,0.0698501977660726,0.2554471741993911,0.01857624990015739,0.125,0.008910485115686467,0.006618041105264982,0.2554471741993911,0.006618041105264982,0.2554471741993911
57.0,0.02,0.07163601304904432,0.00027941000925095087,0.125,0.006382780610535675,0.00017634778538422324,0.07163601304904432,0.00017634778538422324,0.07163601304904432,0.25697547669622445,0.01857624990015739,0.125,0.009042308545129591,0.006536937879823679,0.25697547669622445,0.006536937879823679,0.25697547669622445
58.0,0.02,0.07343482592364126,0.00027941000925095087,0.125,0.006570066066054242,0.00017744107208272908,0.07343482592364126,0.00017744107208272908,0.07343482592364126,0.2584921721945963,0.01857624990015739,0.125,0.009173506774629385,0.006458107146825487,0.2584921721945963,0.006458107146825487,0.2584921721945963
59.0,0.02,0.07524648600616501,0.00027941000925095087,0.125,0.006759371117380754,0.0001785205228088671,0.07524648600616501,0.0001785205228088671,0.07524648600616501,0.25999743338309944,0.01857624990015739,0.125,0.00930408839415286,0.006381445181574463,0.25999743338309944,0.006381445181574463,0.25999743338309944
