time_s,z_m,max_abs_delta_T_K,max_abs_delta_C_kg_kg,radial_weighted_mean_delta_T_K,radial_weighted_mean_delta_C_kg_kg
420.0,0.125,1.1495285590698359,0.566590700944591,0.9654661116191467,-0.5528209301206176
480.0,0.0,0.00019517275762837016,0.001252836376772315,-3.338286461338986e-05,0.00010374746803394334
480.0,0.0005231494912409765,0.00019517275762837016,0.001252836376772759,-3.338286458607154e-05,0.0001037474680340899
480.0,0.0015694484714494639,0.00019517275762837016,0.001252836376772759,-3.338286458607154e-05,0.0001037474680340724
480.0,0.0026157474465723883,0.00019517275762837016,0.001252836376772759,-3.338286458607154e-05,0.0001037474680340899
480.0,0.0036620464155861904,0.00019517275762837016,0.001252836376772759,-3.338286458607154e-05,0.00010374746803414026
480.0,0.004708345377475357,0.00019517275762837016,0.0012528363767732031,-3.338286458607154e-05,0.00010374746803415815
480.0,0.005754644331009957,0.00019517275762837016,0.0012528363767732031,-3.338286458607154e-05,0.00010374746803417566
480.0,0.00680094327457751,0.00019517275762837016,0.0012528363767732031,-3.338286458607154e-05,0.00010374746803417566
480.0,0.007847242206097388,0.00019517275762837016,0.0012528363767732031,-3.338286458607154e-05,0.00010374746803415815
480.0,0.008893541122936801,0.00019517275762837016,0.0012528363767732031,-3.338286458607154e-05,0.00010374746803415815
480.0,0.009939840021803058,0.00019517275762837016,0.0012528363767732031,-3.338286458607154e-05,0.00010374746803415815
480.0,0.010986138898604688,0.00019517275762837016,0.001252836376772759,-3.338286458607154e-05,0.0001037474680340899
480.0,0.012032437748284802,0.00019517275762837016,0.001252836376772759,-3.338286458607154e-05,0.0001037474680340899
480.0,0.013078736564625394,0.00019517275762837016,0.001252836376772759,-3.338286458607154e-05,0.00010374746803405637
480.0,0.014125035340008817,0.00019517275762837016,0.001252836376772759,-3.338286458607154e-05,0.0001037474680340899
480.0,0.015171334065114943,0.00019517275762837016,0.001252836376772759,-3.338286458607154e-05,0.0001037474680340899
480.0,0.01621763272858375,0.00019517275762837016,0.001252836376772759,-3.338286458607154e-05,0.0001037474680340899
480.0,0.017263931316600097,0.00019517275762837016,0.001252836376772759,-3.338286458607154e-05,0.0001037474680340899
480.0,0.018310229812372354,0.00019517275762837016,0.0012528363767732031,-3.338286458607154e-05,0.00010374746803415815
480.0,0.019356528195540252,0.00019517275762837016,0.0012528363767732031,-3.338286458607154e-05,0.00010374746803415815
480.0,0.020402826441478825,0.00019517275762837016,0.0012528363767732031,-3.338286458607154e-05,0.00010374746803415815
480.0,0.021449124520446446,0.00019517275762837016,0.0012528363767732031,-3.338286458607154e-05,0.00010374746803417566
480.0,0.02249542239654262,0.00019517275762837016,0.0012528363767732031,-3.338286458607154e-05,0.00010374746803415815
480.0,0.023541720026574783,0.00019517275762837016,0.0012528363767732031,-3.338286458607154e-05,0.00010374746803417566
480.0,0.024588017358664248,0.00019517275762837016,0.0012528363767732031,-3.338286458607154e-05,0.00010374746803415815
480.0,0.025634314330521622,0.00019517275762837016,0.0012528363767732031,-3.338286458607154e-05,0.00010374746803417566
480.0,0.026680610867531526,0.00019517275762837016,0.0012528363767732031,-3.338286458607154e-05,0.00010374746803415815
480.0,0.027726906880536258,0.00019517275762837016,0.0012528363767732031,-3.338286458607154e-05,0.00010374746803415815
480.0,0.028773202263123444,0.00019517275762837016,0.0012528363767732031,-3.338286458607154e-05,0.00010374746803417566
480.0,0.029819496888343826,0.00019517275762837016,0.0012528363767732031,-3.338286458607154e-05,0.00010374746803415815
480.0,0.030865790605256217,0.00019517275762837016,0.001252836376772759,-3.338286458607154e-05,0.0001037474680340899
480.0,0.03191208323471192,0.00019517275762837016,0.001252836376772759,-3.338286458607154e-05,0.0001037474680340724
480.0,0.03295837456413289,0.00019517275762837016,0.001252836376772759,-3.338286458256482e-05,0.0001037474680340899
480.0,0.03400466434171516,0.00019517275762837016,0.001252836376772759,-3.338286456635169e-05,0.0001037474680340899
480.0,0.03505095226985211,0.00019517275762837016,0.001252836376772759,-3.338286454753175e-05,0.0001037474680340899
480.0,0.03609723799744126,0.00019517275762837016,0.0012528363767732031,-3.33828645184429e-05,0.00010374746803415815
480.0,0.03714352111050014,0.00019517275762837016,0.0012528363767732031,-3.338286446724585e-05,0.00010374746803415815
480.0,0.03818980112251305,0.000195172757742057,0.0012528363767732031,-3.338286437527214e-05,0.00010374746803415815
480.0,0.03923607746275605,0.00019517275785574384,0.0012528363767732031,-3.338286422414162e-05,0.00010374746803415815
480.0,0.04028234946173375,0.00019517275808311751,0.0012528363767732031,-3.33828639556887e-05,0.00010374746803415815
480.0,0.04132861633570477,0.00019517275848102145,0.0012528363767732031,-3.338286348054653e-05,0.00010374746803417566
480.0,0.04237487716971418,0.00019517275904945564,0.0012528363767732031,-3.338286266106696e-05,0.00010374746803415815
480.0,0.04342113089694337,0.0001951727601294806,0.001252836376772759,-3.338286126975214e-05,0.0001037474680340899
480.0,0.0444673762737487,0.00019517276177793974,0.001252836376772759,-3.3382858900416935e-05,0.0001037474680340899
480.0,0.045513611855182684,0.00019517276479064094,0.0012528363767732031,-3.3382854835453244e-05,0.00010374746803415815
480.0,0.046559835965433324,0.00019517276984970522,0.0012528363767732031,-3.338284790477821e-05,0.00010374746803415815
480.0,0.04760604666142646,0.00019517277837621805,0.0012528363767732031,-3.338283622251333e-05,0.00010374746803415815
480.0,0.048652241694590856,0.00019517279275760302,0.0012528363767732031,-3.338281661916936e-05,0.00010374746803415815
480.0,0.049698418470146756,0.00019517281663183894,0.0012528363767732031,-3.338278390009564e-05,0.00010374746803417566
480.0,0.050744573997060706,0.0001951728563085453,0.0012528363767732031,-3.3382729600303865e-05,0.00010374746803417566
480.0,0.051790704828407724,0.00019517292190585067,0.0012528363767732031,-3.338263998415434e-05,0.00010374746803415815
480.0,0.052836807004765764,0.00019517302939675574,0.0012528363767732031,-3.3382492893876e-05,0.00010374746803417566
480.0,0.05388287598694727,0.00019517320492923318,0.0012528363767732031,-3.3382252833533095e-05,0.00010374746803415815
480.0,0.05492890657290356,0.00019517348988529193,0.0012528363767732031,-3.338186328875855e-05,0.00010374746803415815
480.0,0.055974892808294846,0.00019517394957802026,0.0012528363767732031,-3.3381234722755485e-05,0.00010374746803415815
480.0,0.05702082789713402,0.00019517468712137997,0.001252836376772759,-3.3380226266110295e-05,0.0001037474680340899
480.0,0.0580667040925781,0.00019517586395068065,0.001252836376772759,-3.337861744000963e-05,0.0001037474680340899
480.0,0.05911251256974148,0.00019517773063171262,0.0012528363767732031,-3.3376065434831206e-05,0.00010374746803415815
480.0,0.06015824330378468,0.00019518067500712277,0.0012528363767732031,-3.337204030950327e-05,0.00010374746803415815
480.0,0.06120388493425225,0.0001951852929096276,0.0012528363767732031,-3.336572798769508e-05,0.00010374746803415815
480.0,0.062249424597174495,0.00019519249372024206,0.0012528363767732031,-3.335588537515207e-05,0.00010374746803417566
480.0,0.06329484773129956,0.00019520365822245367,0.0012528363767732031,-3.334062586918918e-05,0.00010374746803415815
480.0,0.06434013790451507,0.00019522086893175583,0.0012528363767732031,-3.331710402219026e-05,0.00010374746803415815
480.0,0.06538527661709606,0.0001952472477455558,0.0012528363767732031,-3.3281054564989925e-05,0.00010374746803415815
480.0,0.06643024305309167,0.0001952874457060716,0.001252836376772759,-3.3226123705536154e-05,0.0001037474680340899
480.0,0.06747501381324514,0.0001953483484840035,0.001252836376772759,-3.31429054552243e-05,0.0001037474680340899
480.0,0.06851956266272122,0.00019544008677030433,0.001252836376772759,-3.301756271773316e-05,0.00010374746803414026
